ensembl_gene_id	mode_disorder
YGR035C	0.90132
YGR126W	0.9866302
YNR014W	0.9793813
YNL184C	0.958646
YNL144C	0.9823906
YNL050C	0.9799689
YPL077C	0.9826063
YML119W	0.8804698
YMR206W	0.9438281
YML037C	0.98233646
YMR317W	0.98523533
YLR030W	0.9262741
YOL131W	0.93416023
YLR125W	0.9673933
YDL037C	0.9841061
YOR097C	0.9179503
YLR146W-A	0.8607719
YDR461C-A	0.9935664
YLR361C-A	0.9826511
YLL006W-A	0.95813537
YFR012W-A	0.8275968
YLL066W-B	0.9019862
YPL229W	0.93441796
Q0297	0.9868182
