ensembl_gene_id	mean_disorder
YKL108W	0.8317852
YDR099W	0.51889575
YFR019W	0.5319816
YOR329C	0.89325106
YML028W	0.25817963
YNL197C	0.734679
YER068W	0.64294153
YDR244W	0.50876164
YJR066W	0.2019167
YBR081C	0.54865116
YDR086C	0.5996685
YGR082W	0.59072715
YLR170C	0.17278917
YDL006W	0.18340297
YMR190C	0.5698949
YPL129W	0.4566544
YFL016C	0.48791748
YMR021C	0.41419747
YOL082W	0.37366447
YBL004W	0.17597628
YBR002C	0.22910835
YDL226C	0.70236725
YLR168C	0.16098069
YKL089W	0.74666905
YMR094W	0.29410085
YBR036C	0.35201132
YLR398C	0.35641515
YJL127C	0.5037037
YDL240W	0.25516272
YKL056C	0.28771612
YKL144C	0.3782366
YKL059C	0.6982696
YKL057C	0.16430226
YKL054C	0.8737136
YKL052C	0.78352094
YLR399C	0.72772527
YOR237W	0.37269527
YPL145C	0.22786494
YAR042W	0.43596128
YKL156W	0.19674069
YKL134C	0.1660262
YKL135C	0.23307908
YKL171W	0.55749404
YKL161C	0.22736941
YKL129C	0.4098985
YKL218C	0.22004955
YKL078W	0.25417793
YKL067W	0.20929125
YKL049C	0.5960054
YKL029C	0.3493304
YKL026C	0.17717324
YKL196C	0.16931663
YKL073W	0.28289655
YOR089C	0.37127763
YKR014C	0.46547008
YKR054C	0.17323561
YKR072C	0.70238006
YLR332W	0.7202046
YKL220C	0.20610178
YKL217W	0.35036993
YKL213C	0.2196628
YKL204W	0.9107123
YKL195W	0.83088446
YKL193C	0.23455341
YKL173W	0.29134268
YKL172W	0.8965401
YKL165C	0.2598466
YKL155C	0.35670537
YKL154W	0.2331246
YKL150W	0.1847289
YKL130C	0.18840724
YKL090W	0.30041614
YKL088W	0.6886754
YKL086W	0.37283805
YKL082C	0.95470124
YKL077W	0.4359417
YKL074C	0.46278623
YKL069W	0.18685445
YKL046C	0.258673
YKL042W	0.76194733
YKL041W	0.7423366
YKL034W	0.2471934
YKL028W	0.6756288
YKL025C	0.3041189
YKL018W	0.13768476
YKL006W	0.1592033
YKL004W	0.3121005
YKL002W	0.87447894
YKR016W	0.29392236
YKR017C	0.16280551
YKR020W	0.67493373
YKR021W	0.53756356
YKR023W	0.7831534
YKR027W	0.19673918
YKR028W	0.5576067
YKR029C	0.5103755
YKR031C	0.4110993
YKR036C	0.27156264
YKR037C	0.27121174
YKR038C	0.16013849
YKR042W	0.36413792
YKR043C	0.32890725
YKR058W	0.5879294
YKR063C	0.32476905
YKR067W	0.35732752
YKR068C	0.19365503
YKR071C	0.43172893
YKR076W	0.23538132
YKR081C	0.46945247
YKR082W	0.16895515
YKR083C	0.6810811
YKR087C	0.16625907
YKR089C	0.44173628
YKR102W	0.55237025
YGR185C	0.34192643
YBR122C	0.7328724
YBL022C	0.4096985
YMR105C	0.26869363
YJR040W	0.21800548
YNR033W	0.16329549
YBR263W	0.2897112
YMR054W	0.31329435
YLR305C	0.18918651
YDR178W	0.4223052
YHR001W-A	0.40475735
YEL046C	0.18214954
YPR025C	0.48170328
YLR337C	0.98029953
YPL043W	0.5926183
YMR120C	0.18255027
YMR116C	0.15076844
YLR109W	0.1507328
YBL085W	0.7254044
YBL084C	0.37024868
YBL068W	0.1739797
YBR015C	0.23939772
YBR028C	0.35696268
YBR026C	0.23425661
YBR034C	0.23967554
YBR035C	0.3867154
YBR039W	0.18061231
YBR059C	0.71330655
YBR068C	0.35878828
YBR069C	0.38709557
YBR073W	0.3429599
YBR139W	0.18507196
YBL088C	0.17536955
YBR136W	0.15506768
YBR142W	0.4421013
YBR149W	0.17570023
YBR164C	0.14884578
YBL035C	0.39614072
YBR175W	0.15353248
YBR180W	0.43403652
YBR182C	0.71688235
YBR198C	0.48086455
YBR205W	0.20304757
YBR202W	0.25807375
YBR222C	0.3134711
YBR229C	0.16407469
YBR204C	0.17214331
YBR239C	0.36842036
YBR244W	0.16287918
YBR245C	0.41555065
YBR264C	0.16736042
YBR274W	0.18434045
YBR281C	0.18359709
YBR288C	0.2208594
YBL103C	0.8092639
YBL101C	0.6203419
YBL098W	0.15974578
YBL097W	0.6237323
YBL091C	0.46174157
YBL079W	0.24610794
YBL078C	0.26788908
YBL034C	0.37573364
YBL032W	0.4100811
YBL026W	0.16642754
YBL024W	0.3371038
YBL019W	0.25770974
YBL018C	0.14283314
YBR004C	0.21290581
YBR005W	0.8839288
YBR017C	0.20160301
YBR029C	0.31067243
YBR041W	0.20062326
YBR043C	0.41971645
YBR044C	0.17560518
YBR057C	0.67108136
YBR058C	0.28741717
YBR061C	0.2889512
YBR070C	0.1891563
YBR074W	0.3458488
YBR077C	0.17418003
YBR078W	0.26855925
YBR079C	0.46620342
YBR086C	0.5257658
YBR087W	0.16306026
YBR095C	0.5838996
YBR098W	0.4226253
YBR102C	0.4555502
YBR103W	0.24712336
YBR105C	0.4115628
YBR106W	0.45791814
YBR107C	0.15127769
YBR108W	0.98633766
YBR128C	0.25133923
YBR130C	0.63929176
YBR131W	0.32974252
YBR133C	0.2610431
YBR147W	0.27815488
YBR156C	0.8390724
YBR158W	0.30354306
YBR159W	0.21362735
YBR161W	0.3494016
YBR163W	0.216903
YBR167C	0.32233685
YBR177C	0.2466093
YBR179C	0.2779513
YBR183W	0.21133953
YBR187W	0.32138306
YBR193C	0.46295232
YBR201W	0.21374995
YBR207W	0.5176221
YBR211C	0.4542598
YBR217W	0.6374732
YBR223C	0.2265021
YBR227C	0.3145366
YBR228W	0.18461268
YBR234C	0.22575872
YBR235W	0.3039368
YBR246W	0.1586272
YBR247C	0.5173605
YBR254C	0.23918457
YBR257W	0.22811478
YBR260C	0.41289642
YBR261C	0.40635246
YBR262C	0.35803694
YBR265W	0.21088299
YBR267W	0.58311826
YBR269C	0.89780045
YBR272C	0.17618579
YBR279W	0.47130415
YBR280C	0.4591179
YBR283C	0.20396933
YBR290W	0.725684
YBR295W	0.32767332
YBR296C	0.27670974
YMR261C	0.34520316
YML100W	0.41302645
YMR264W	0.7087387
YMR263W	0.64241886
YPR041W	0.42430973
YOR123C	0.8050352
YOR232W	0.68965167
YER031C	0.35505074
YNL053W	0.67783725
YHR072W	0.21781906
YMR139W	0.20940952
YLR248W	0.53827214
YJL001W	0.14299445
YIL043C	0.17478122
YJR103W	0.20196716
YEL058W	0.1484318
YNL290W	0.23061591
YOR217W	0.4368511
YLR342W	0.29347727
YEL019C	0.21915476
YGL127C	0.36791426
YLR079W	0.971849
YNL259C	0.15000002
YIR011C	0.47660106
YPL210C	0.27090383
YHL011C	0.15240641
YHR082C	0.75015676
YHR102W	0.676248
YHR096C	0.3931431
YHR129C	0.14328432
YHR216W	0.21176314
YHL019C	0.44269556
YHL015W	0.71106887
YHL003C	0.3915782
YHR006W	0.58640075
YHR046C	0.15808967
YHR021C	0.19990458
YHR065C	0.3828405
YHR073W	0.5021052
YHR104W	0.1580863
YNL257C	0.20375322
YHR169W	0.30844095
YHR183W	0.22388671
YHL040C	0.25989428
YHL031C	0.56930894
YHL024W	0.70317626
YHL023C	0.54876614
YHL002W	0.6560264
YHL001W	0.15980077
YHR001W	0.3271289
YHR004C	0.47537136
YHR009C	0.34428206
YHR012W	0.50661784
YHR027C	0.35525286
YHR031C	0.39041856
YHR034C	0.4109309
YHR036W	0.7187441
YHR050W	0.41162047
YHR052W	0.4028772
YHR056C	0.33335134
YHR058C	0.5690697
YHR061C	0.7961481
YHR062C	0.27512556
YHR064C	0.28418377
YHR069C	0.5010182
YHR070W	0.23840366
YHR076W	0.21671978
YHR080C	0.6587908
YHR081W	0.6063086
YHR085W	0.29152432
YHR088W	0.50486
YHR090C	0.6093571
YHR098C	0.2904935
YHR099W	0.1944015
YHR105W	0.39063537
YHR108W	0.42458704
YHR111W	0.21140769
YHR113W	0.19151475
YHR114W	0.45417455
YHR115C	0.45907205
YHR117W	0.29923293
YHR118C	0.49126258
YHR119W	0.47828978
YHR124W	0.41236237
YHR132C	0.18052766
YHR134W	0.37421885
YHR137W	0.2075327
YHR142W	0.23511039
YHR143W	0.63787305
YHR154W	0.4078623
YHR158C	0.5982066
YHR160C	0.4814022
YHR161C	0.6092818
YHR162W	0.23646086
YHR164C	0.35221866
YHR170W	0.29921332
YHR171W	0.18846852
YHR172W	0.21839547
YHR181W	0.34879383
YHR186C	0.39291736
YHR187W	0.2898842
YHR188C	0.17428663
YHR192W	0.37659898
YHR193C	0.602936
YHR195W	0.6209603
YHR196W	0.30323583
YHR197W	0.31043288
YHR200W	0.4645961
YHR204W	0.1900579
YHR206W	0.5955927
YHR207C	0.38445583
YHR208W	0.20821996
YHR211W	0.6807708
YOL005C	0.17827164
YOR014W	0.5218306
YDR254W	0.25973412
YOR020C	0.3165797
YML074C	0.7815253
YMR260C	0.6529225
YLR055C	0.4820221
YMR167W	0.29628944
YNL004W	0.6395001
YOL122C	0.4421679
YIL139C	0.22453105
YIL140W	0.5021498
YGL006W	0.28217077
YOR039W	0.23521961
YDR443C	0.42662817
YGL095C	0.17222002
YOR198C	0.59175783
YDR076W	0.21334817
YDR072C	0.4079016
YDR073W	0.42868683
YDR080W	0.2773523
YDR082W	0.19727036
YDR083W	0.4402657
YOL020W	0.2774101
YDL195W	0.5287406
YJL165C	0.6282998
YML064C	0.42615837
YFR031C	0.44251063
YER129W	0.6786274
YPL209C	0.32582322
YDR297W	0.20196564
YMR058W	0.2662109
YDR208W	0.5411514
YDR270W	0.1949675
YPL190C	0.7911179
YIR034C	0.18317637
YDR207C	0.9334435
YIL009W	0.19334352
YDR343C	0.32801878
YDR342C	0.3318948
YNL169C	0.3126272
YGL022W	0.24049851
YNR052C	0.46804824
YDL101C	0.27387
YDR264C	0.34886983
YPL161C	0.15650724
YLR088W	0.3344081
YNL084C	0.44439548
YIL046W	0.3753929
YLR150W	0.97628593
YGL178W	0.55573213
YPL042C	0.43142977
YDR228C	0.35009858
YOR127W	0.6493835
YNL267W	0.44415966
YMR008C	0.1797477
YPL050C	0.21912336
YDR142C	0.14338103
YDR135C	0.24738161
YGR020C	0.25510958
YMR287C	0.20411149
YJL143W	0.25463527
YJL191W	0.58516425
YDL160C	0.34592658
YER015W	0.16580297
YLR223C	0.87932795
YPR104C	0.75090224
YJR016C	0.34225187
YAL026C	0.31326368
YJL204C	0.22786386
YJL200C	0.2759159
YJL197W	0.3513036
YJL196C	0.24439886
YAR033W	0.44213814
YGR234W	0.15977634
YDL056W	0.49484384
YOR209C	0.2297433
YMR129W	0.24464269
YAL002W	0.18375017
YAL007C	0.33699238
YAR002W	0.85154295
YAR003W	0.26369503
YAR008W	0.16723517
YAL060W	0.17546669
YAL056W	0.34002122
YAL053W	0.3913784
YAL051W	0.357759
YAL048C	0.17161924
YAL047C	0.43153965
YAL044C	0.53110826
YAL042W	0.36442566
YAL036C	0.21334043
YAL035W	0.52867097
YAL034W-A	0.27095234
YLR292C	0.20700589
YDR388W	0.65839064
YOR206W	0.45949766
YOR033C	0.49480876
YDR484W	0.2112051
YEL062W	0.4154763
YER017C	0.3722041
YMR183C	0.64222497
YIL147C	0.45644462
YLR025W	0.7816613
YGR162W	0.77339596
YGL049C	0.7533732
YER125W	0.51712865
YER028C	0.8077538
YOR269W	0.1820214
YER154W	0.3695879
YER169W	0.5498701
YER136W	0.1790292
YER155C	0.39337635
YER123W	0.47665268
YER089C	0.37529248
YEL013W	0.25510404
YER114C	0.7543349
YEL071W	0.15474752
YEL056W	0.40579352
YEL055C	0.29114437
YEL031W	0.30158877
YEL026W	0.20048925
YEL022W	0.25680268
YEL018W	0.40158507
YEL016C	0.21626376
YEL015W	0.4998355
YER005W	0.3035956
YER006W	0.4300455
YER010C	0.14669152
YER016W	0.54659617
YER018C	0.5677783
YER019W	0.2454791
YER021W	0.27719718
YER029C	0.64541453
YER033C	0.901819
YER036C	0.31411332
YER041W	0.46455353
YER049W	0.27949172
YER051W	0.27936977
YER072W	0.32216427
YER073W	0.20304956
YER075C	0.3841743
YER081W	0.21596535
YER082C	0.49278715
YER083C	0.5772655
YER088C	0.87994957
YER093C	0.31663054
YER104W	0.87381554
YER105C	0.23661079
YER106W	0.4649648
YER107C	0.2838934
YER110C	0.20560451
YER112W	0.67562824
YER116C	0.7579562
YER118C	0.57264644
YER120W	0.54648256
YER126C	0.6173688
YER139C	0.22781634
YER141W	0.20261721
YER143W	0.39369696
YER146W	0.27245367
YER147C	0.15843624
YER149C	0.5418084
YER157W	0.22264238
YER159C	0.5882745
YER062C	0.23529434
YGL225W	0.2675536
YNL209W	0.33390272
YNL218W	0.37698057
YNL217W	0.19174322
YNL207W	0.46906188
YNL206C	0.4869454
YNL201C	0.34925133
YNL196C	0.55493623
YIL050W	0.32479018
YMR038C	0.1695549
YFL017W-A	0.17033021
YMR135C	0.33623463
YMR145C	0.21391095
YMR146C	0.19933523
YMR147W	0.5990649
YMR148W	0.6948488
YMR314W	0.1446082
YOL038W	0.39918444
YMR313C	0.23553307
YDR113C	0.88873273
YIL030C	0.41200554
YLR372W	0.3076703
YDL007W	0.35725483
YJL053W	0.38168246
YOL094C	0.17145482
YGR270W	0.5393265
YMR089C	0.42285275
YNR006W	0.6040847
YNR007C	0.3448939
YNR008W	0.33147973
YJR068W	0.2143991
YJR035W	0.49299097
YOR377W	0.1693107
YGL025C	0.6745962
YGR009C	0.9751917
YJL073W	0.3652707
YJL072C	0.2510285
YJL071W	0.19071339
YJL069C	0.41680506
YJL062W	0.22073908
YJL061W	0.19074616
YLR039C	0.18562204
YIL138C	0.96422267
YMR301C	0.17642106
YHR143W-A	0.19160067
YIL173W	0.24941912
YIL159W	0.40273654
YIL156W	0.4428001
YIL153W	0.3456122
YIL149C	0.41578853
YIL146C	0.49338952
YIL144W	0.4098669
YIL137C	0.19326383
YIL132C	0.17422129
YIL131C	0.50805664
YIL128W	0.17041317
YIL124W	0.30652833
YIL123W	0.5072278
YIL115C	0.5775615
YIL113W	0.3396147
YIL109C	0.327644
YIL106W	0.5029251
YIL105C	0.4380448
YIL103W	0.27997392
YIL101C	0.5419175
YIL097W	0.23173046
YIL095W	0.57858074
YIL094C	0.19170667
YIL091C	0.37390733
YIL088C	0.34681496
YIL084C	0.7258603
YIL083C	0.2776122
YIL079C	0.56506723
YIL076W	0.14170726
YIL074C	0.24747732
YIL065C	0.17279586
YIL049W	0.22827661
YIL048W	0.3000587
YIL042C	0.18964261
YIL036W	0.84261674
YIL031W	0.5967824
YIL027C	0.17854355
YIL026C	0.34545618
YIL024C	0.2966946
YIL017C	0.24611993
YIL016W	0.42992008
YIL010W	0.44536322
YIL008W	0.18262394
YIL006W	0.19189034
YIL005W	0.22625941
YIL003W	0.23002614
YIL002C	0.23043525
YIR002C	0.30335173
YIR003W	0.99054575
YIR004W	0.61748207
YIR005W	0.21830131
YIR010W	0.6990204
YIR015W	0.31879398
YIR017C	0.66675067
YIR025W	0.7749896
YIR037W	0.19220237
YNL002C	0.45256582
YNL085W	0.29654425
YPR122W	0.19016488
YJL097W	0.24894902
YOR028C	0.7561597
YJL099W	0.18042266
YGL181W	0.7335345
YGL086W	0.38090774
YJL030W	0.20673414
YMR004W	0.3440481
YGR132C	0.28822318
YMR127C	0.237652
YDR364C	0.37979198
YMR168C	0.191055
YDR062W	0.24737668
YMR319C	0.3806329
YGR032W	0.31447917
YNL061W	0.51081365
YJL025W	0.24289894
YDR478W	0.49095964
YOR094W	0.14270687
YOR234C	0.24862838
YIL053W	0.21053086
YNL006W	0.3319164
YPL028W	0.30934846
YJL002C	0.22291835
YFL031W	0.56877995
YGR188C	0.47845072
YOR113W	0.8307688
YLR319C	0.5545251
YLR353W	0.84974027
YOR125C	0.2965468
YLL006W	0.3896365
YLR075W	0.18139197
YPR036W	0.15835518
YPR054W	0.16105066
YDR420W	0.711412
YDR238C	0.22899874
YGL137W	0.2484541
YNL221C	0.3193517
YNL068C	0.6986204
YPL171C	0.31076175
YNL291C	0.17471334
YNL271C	0.60364085
YGL192W	0.29996327
YOR075W	0.29724267
YPL214C	0.16891864
YGR186W	0.8357891
YGR005C	0.62564766
YGR059W	0.27704617
YPL147W	0.21324795
YOL059W	0.17580347
YDR002W	0.5052997
YPL091W	0.18959384
YLR174W	0.23132606
YNL142W	0.33491412
YDR195W	0.5139489
YNL327W	0.39158714
YNL326C	0.24723002
YNL325C	0.23643737
YNL323W	0.426663
YNL321W	0.50436527
YNL310C	0.2448763
YNL309W	0.9580154
YGR200C	0.20080526
YGR206W	0.2609235
YJL109C	0.16606905
YJL104W	0.60860544
YJL100W	0.4588422
YDL104C	0.15191212
YDL103C	0.22515742
YLR015W	0.37566602
YLR147C	0.47920007
YKL096W-A	0.6637209
YFL058W	0.19603467
YFR009W	0.23965073
YFL048C	0.33320206
YFL044C	0.38894203
YFL041W	0.25653175
YFL034C-B	0.42978808
YFL034W	0.6046995
YFL033C	0.53144765
YFL030W	0.13935497
YFL025C	0.2041534
YFL024C	0.47548229
YFL023W	0.84817374
YFL007W	0.20663404
YFL004W	0.33678252
YFR001W	0.84627837
YFR003C	0.9886476
YFR004W	0.380417
YFR010W	0.35321364
YFR011C	0.38012242
YFR021W	0.38635743
YFR022W	0.49748793
YFR024C-A	0.57487595
YFR027W	0.5033556
YFR037C	0.38670394
YFR040W	0.49550948
YFR044C	0.17141645
YFR046C	0.73737454
YFR051C	0.43413797
YGL021W	0.48685643
YPR001W	0.18711847
YGL065C	0.253755
YGL179C	0.2604124
YGL019W	0.3454228
YKL006C-A	0.75515693
YGL171W	0.38827273
YPR129W	0.8511619
YOR374W	0.18493459
YLR048W	0.36281338
YGL245W	0.26224545
YOR340C	0.64705044
YGL105W	0.49337065
YJR042W	0.21920559
YDR159W	0.43608767
YLR045C	0.50473684
YDR310C	0.7159217
YGR274C	0.4686004
YNL039W	0.801511
YMR092C	0.20033552
YDL178W	0.19775774
YGR261C	0.29768002
YLR289W	0.19896896
YDR108W	0.2531674
YGL175C	0.6234284
YGL174W	0.83177096
YGR195W	0.3914644
YGR198W	0.18442015
YJR006W	0.20596339
YJL125C	0.3738965
YJL006C	0.23086733
YML112W	0.26397824
YOR103C	0.4817539
YJR143C	0.3183292
YMR035W	0.16319633
YJL184W	0.95747715
YJL183W	0.25827083
YJL178C	0.40142602
YJL177W	0.64083403
YJL168C	0.3211797
YJL158C	0.43433166
YJL156C	0.34412456
YJL148W	0.4225056
YJL145W	0.18425065
YJL137C	0.27980417
YJL134W	0.2765146
YJL126W	0.25759012
YJL124C	0.45490038
YJL112W	0.37244952
YJL091C	0.24532829
YJL090C	0.34551612
YJL084C	0.6275674
YJL079C	0.5524636
YJL078C	0.7178161
YJL076W	0.88474697
YJL074C	0.4338464
YJL060W	0.1915927
YJL058C	0.5156354
YJL056C	0.4927457
YJL054W	0.4710908
YJL050W	0.32667515
YJL047C	0.22107723
YJL039C	0.17548779
YJL036W	0.36078346
YJL035C	0.17847268
YJL029C	0.20505849
YJL024C	0.18205035
YJL020C	0.7877
YJL019W	0.5051871
YJL013C	0.5192742
YJL012C	0.28757164
YJL011C	0.46940225
YJL010C	0.27755207
YJR001W	0.43553066
YJR002W	0.7370268
YJR022W	0.22274335
YJR025C	0.18443665
YJR031C	0.22314106
YJR032W	0.18705037
YJR033C	0.2563361
YJR043C	0.7319287
YJR046W	0.2382113
YJR053W	0.77735513
YJR054W	0.5461525
YJR059W	0.64731395
YJR069C	0.15737094
YJR070C	0.32977965
YJR072C	0.41928625
YJR075W	0.30868477
YJR082C	0.90211266
YJR084W	0.17157623
YJR089W	0.6407848
YJR092W	0.66968024
YJR102C	0.23882774
YJR105W	0.1744803
YJR112W	0.39544624
YJR117W	0.20091806
YJR119C	0.17893085
YJR122W	0.25069833
YJR125C	0.70160055
YJR130C	0.22939204
YJR135C	0.17905487
YJR137C	0.26831773
YJR138W	0.2971537
YJR140C	0.2681671
YJR148W	0.23895447
YJR150C	0.473105
YOR321W	0.28391668
YLR220W	0.39253587
YNL025C	0.2115368
YDR308C	0.25989848
YMR246W	0.18393345
YLR136C	0.4574796
YPR026W	0.22135647
YNL096C	0.34003463
YNL087W	0.29900154
YGR149W	0.45006254
YGR150C	0.22946902
YGR158C	0.34580567
YDR376W	0.16449751
YGR072W	0.62297714
YPL085W	0.7908306
YOR085W	0.228238
YDL141W	0.21596016
YMR276W	0.8631638
YMR275C	0.45536307
YNL305C	0.38166592
YNL304W	0.50196326
YNL299W	0.49599764
YNL298W	0.53752196
YNL297C	0.21577322
YNL293W	0.48907125
YOR368W	0.3077447
YPL084W	0.30613613
YDR508C	0.42983627
YHR039C-A	0.6443057
YGR119C	0.7245759
YML110C	0.25391778
YDR331W	0.20371725
YMR189W	0.16011843
YLR185W	0.6399767
YNL131W	0.4435582
YML022W	0.13832994
YPR124W	0.7976386
YDR012W	0.4373304
YDR192C	0.8352945
YGL092W	0.40386114
YGR091W	0.45660266
YGR180C	0.18526542
YMR288W	0.25764564
YMR078C	0.33228812
YML014W	0.510672
YGR227W	0.26083472
YGR221C	0.6821371
YGR223C	0.263886
YGR225W	0.2977002
YGR231C	0.26896623
YGR235C	0.32269698
YGR238C	0.45554113
YGR239C	0.5903437
YML056C	0.184237
YLR432W	0.23012425
YMR304W	0.2076355
YMR223W	0.14431505
YMR005W	0.7344461
YDR156W	0.6122945
YML004C	0.2569604
YDR245W	0.32636034
YMR060C	0.20010051
YMR273C	0.8988076
YMR020W	0.16437022
YOR058C	0.4135789
YDL064W	0.40967488
YOL143C	0.1651809
YNL261W	0.16606556
YOL148C	0.75886923
YNL106C	0.37434775
YNL100W	0.17832471
YNL097C	0.5359879
YDR500C	0.75466424
YGR267C	0.3878513
YLR371W	0.45589617
YGL251C	0.28865743
YGL210W	0.32494643
YDR328C	0.73503536
YDR390C	0.32785144
YOR347C	0.21852908
YDR092W	0.3305616
YLR306W	0.33232087
YLR200W	0.5361078
YML103C	0.17597874
YER087C-B	0.7349223
YER019C-A	0.74035764
YDL116W	0.18657762
YLR153C	0.25606558
YPR173C	0.45869425
YGL091C	0.24938267
YOR363C	0.2855477
YGL027C	0.1965764
YGL094C	0.18819447
YGL100W	0.25473064
YGL126W	0.2843401
YGL162W	0.36556983
YGL209W	0.8496688
YGR170W	0.34366274
YGR099W	0.22283994
YGR172C	0.3474654
YGL112C	0.28255355
YGR123C	0.26363054
YGR048W	0.45439312
YGR060W	0.31376618
YGR289C	0.30608165
YGR281W	0.37165293
YGR287C	0.31555542
YGL249W	0.19667912
YGL246C	0.17596656
YGL244W	0.74101615
YGL241W	0.17833446
YGL240W	0.2096152
YGL227W	0.4734636
YGL223C	0.18717971
YGL220W	0.26938248
YGL219C	0.36702096
YGL216W	0.36689234
YGL211W	0.17037664
YGL202W	0.26199418
YGL201C	0.44200706
YGL198W	0.39099306
YGL196W	0.1597153
YGL194C	0.23790693
YGL180W	0.41159904
YGL160W	0.3375175
YGL153W	0.6613309
YGL151W	0.27973372
YGL150C	0.469877
YGL141W	0.23411581
YGL131C	0.26857397
YGL124C	0.21456276
YGL120C	0.30837652
YGL113W	0.5145433
YGL110C	0.4834558
YGL107C	0.25497338
YGL106W	0.23117457
YGL101W	0.16112798
YGL099W	0.5008066
YGL098W	0.7066841
YGL093W	0.5814248
YGL090W	0.5041996
YGL087C	0.47255105
YGL084C	0.23822828
YGL080W	0.2730304
YGL075C	0.45749807
YGL068W	0.50676477
YGL067W	0.13442226
YGL066W	0.8464479
YGL064C	0.33769527
YGL061C	0.63685256
YGL059W	0.1702112
YGL054C	0.29133806
YGL051W	0.42628434
YGL047W	0.18368827
YGL037C	0.26710165
YGL023C	0.7681645
YGL020C	0.21888894
YGL018C	0.41977522
YGL005C	0.28831655
YGL004C	0.16473821
YGL003C	0.47205317
YGL001C	0.18256932
YGR002C	0.5752007
YGR003W	0.15477413
YGR010W	0.3929093
YGR013W	0.5963388
YGR015C	0.15042545
YGR024C	0.1444625
YGR030C	0.18320541
YGR031W	0.17960556
YGR036C	0.3818738
YGR038W	0.4929615
YGR046W	0.17482708
YGR056W	0.49405098
YGR058W	0.5303129
YGR080W	0.3804111
YGR081C	0.7976638
YGR086C	0.53269553
YGR090W	0.21790458
YGR093W	0.2387064
YGR095C	0.1944296
YGR101W	0.19524254
YGR103W	0.54162365
YGR106C	0.36498132
YGR110W	0.22138365
YGR112W	0.39921284
YGR113W	0.7517106
YGR120C	0.1683273
YGR128C	0.19966517
YGR129W	0.9444281
YGR136W	0.68488437
YGR142W	0.5479725
YGR163W	0.16172431
YGR169C	0.17047174
YGR177C	0.16546382
YGR178C	0.85121745
YGR179C	0.5809922
YGR181W	0.3066686
YGR189C	0.5405992
YGR211W	0.39239746
YGR241C	0.64577925
YGR243W	0.2505856
YGR247W	0.22457387
YGR251W	0.836113
YGR255C	0.1555787
YGR262C	0.26715666
YGR263C	0.20598976
YGR271W	0.17910685
YGR275W	0.89141595
YGR279C	0.4133089
YGR280C	0.7081558
YLR212C	0.326756
YDR144C	0.25766674
YML060W	0.15494595
YNL070W	0.17191195
YNL222W	0.19797297
YNL126W	0.180715
YNL012W	0.16696854
YOR259C	0.4119224
YNL118C	0.7111957
YPL127C	0.6295487
YNL139C	0.3516764
YOR142W	0.27439466
YNR031C	0.37046337
YNR049C	0.88833827
YNL036W	0.197743
YNL066W	0.40766412
YNL251C	0.53863984
YDL145C	0.24862044
YNR023W	0.4426822
YOL115W	0.48830456
YNL044W	0.33529976
YOL068C	0.22598423
YPL015C	0.3113537
YOR025W	0.3468377
YDR191W	0.26989737
YLR216C	0.24367335
YNR015W	0.23594286
YNR018W	0.36109903
YNR024W	0.8843096
YNR029C	0.2077608
YNR030W	0.17625012
YNR035C	0.23612686
YNR038W	0.36743563
YNR046W	0.15925309
YNR047W	0.69149923
YNR048W	0.26729944
YNR051C	0.675805
YNR053C	0.4578026
YNR054C	0.6941975
YNR060W	0.24701308
YNR067C	0.36042696
YML080W	0.22701481
YLR323C	0.53691864
YNL288W	0.38929868
YNL283C	0.74404925
YNL282W	0.18249537
YNL275W	0.27915245
YNL274C	0.26930907
YNL273W	0.31984633
YNL265C	0.45100823
YNL264C	0.28477034
YNL263C	0.4660835
YNL258C	0.26678804
YNL256W	0.15071745
YNL246W	0.48846713
YNL242W	0.30312684
YNL232W	0.47957203
YNL231C	0.29740155
YNL225C	0.48158818
YNL224C	0.69757396
YNL223W	0.18221885
YNL219C	0.186296
YNL191W	0.21015963
YNL190W	0.8579853
YNL186W	0.5935604
YNL182C	0.24398369
YNL180C	0.56558603
YNL172W	0.25737983
YNL166C	0.80214804
YNL163C	0.29231903
YNL161W	0.62475264
YNL159C	0.56038034
YNL158W	0.17382562
YNL157W	0.77241296
YNL155W	0.40757462
YNL153C	0.30530354
YNL152W	0.62225133
YNL148C	0.5859194
YNL147W	0.44173753
YNL141W	0.15492125
YNL136W	0.84479594
YNL132W	0.31947827
YNL129W	0.13088672
YNL127W	0.40681824
YNL124W	0.8219073
YNL123W	0.18983611
YNL119W	0.17533475
YNL116W	0.5734126
YNL110C	0.525205
YNL107W	0.37923965
YNL094W	0.5356974
YNL091W	0.68206483
YNL078W	0.6505421
YNL077W	0.40255478
YNL075W	0.37022805
YNL072W	0.28040802
YNL065W	0.37196985
YNL054W	0.8433228
YNL051W	0.18476593
YNL048W	0.1940599
YNL047C	0.44472876
YNL041C	0.2778501
YNL032W	0.36007258
YNL027W	0.7251897
YNL026W	0.16771464
YNL022C	0.17202535
YNL021W	0.21331395
YNL020C	0.5346628
YNL014W	0.266245
YNL010W	0.14978509
YNL008C	0.25757158
YMR039C	0.8494648
YML052W	0.5881207
YPL053C	0.2685042
YMR119W	0.3051017
YLR028C	0.1805328
YPL061W	0.2350307
YDL028C	0.56664056
YMR121C	0.557998
YMR015C	0.22602208
YML086C	0.18827051
YML065W	0.39744595
YMR070W	0.7393728
YML109W	0.804719
