ensembl_gene_id	uniprotswissprot	lddt
YJL194W	P09119	65.27
YPL140C	P32491	67.35
YOR227W	Q12276	64.02
YER071C	P40045	84.03
YGR279C	P53334	79.91
YPL202C	Q08957	59.3
YGL022W	P39007	89
YCL029C	P11709	74.78
YMR120C	P38009	96.51
YMR052W	P46671	80.02
YOR159C	Q12330	86.02
YLR020C	Q07950	84.24
YML100W-A	Q8TGT0	67.3
YBR059C	P38080	55.45
YML049C	Q04693	82.17
YKR078W	P36158	68.19
YOR372C	Q08887	50.81
YGR271W	P53327	81
YNR032W	P32838	86.74
YGL025C	P40356	52.79
YLR190W	Q06324	59.17
YIL134W	P40464	86.8
YLR045C	P46675	73.48
YLR285W	Q05874	90.31
YDR377W	Q06405	79.07
YJR108W	P47146	46.49
YKR001C	P21576	84.67
YAR035W	P80235	90.97
YHR065C	P38712	82.15
YBR068C	P38084	82.09
YMR065W	Q04746	71.69
YBR285W	P38354	51.1
YOR112W	Q12453	78.97
YMR098C	Q03153	66.5
YCR086W	P25651	89.72
YMR302C	P32843	78.66
YHR088W	P38805	89.7
YGL176C	P46945	64.57
YDR219C	Q04922	57.15
YFR014C	P27466	76.13
YGR031W	P53219	85.92
YER150W	P40092	61.71
YBR041W	P38225	90.59
YLR276C	Q06218	76.36
YDR416W	Q04048	76.32
YBR252W	P33317	95.1
YOR387C	Q08910	59.28
YLR346C	Q06139	53.5
YER177W	P29311	91.68
YKR025W	P36121	67.48
YBL082C	P38179	91.67
YBL002W	P02294	84.03
YOR229W	Q12206	80.28
YML060W	P53397	91.87
YDR365C	Q06344	70.92
YLR156W	P0CE96	41.9
YLR156W	P0CE98	40.16
YLR156W	P0CE97	40.88
YNL206C	P40161	73.41
YGR025W	P53216	55.63
YPL045W	Q03308	89.56
YGL113W	P53135	64.71
YMR080C	P30771	78.93
YBL098W	P38169	92.04
YMR156C	Q03796	88.91
YDL233W	Q07684	76.03
YPL267W	Q08981	69.77
YGR188C	P41695	64.15
YLR135W	Q12098	66.09
YNR062C	P53748	78.48
YIL159W	P40450	65.21
YGL162W	P53032	70.3
YPL133C	P19541	70.23
YKL124W	P32343	70.47
YLR261C	O13549	60.45
YCR006C	P25350	39.95
YMR294W	P36224	71.43
YOR068C	Q08474	37.75
YNL273W	P53840	69.45
YIL011W	P40552	56.81
YOR376W-A	Q3E805	71.68
YCR083W	P25372	90.59
YGL084C	P53154	90.25
YCL039W	P25569	74.86
YFL041W-A	Q3E817	67.47
YDR287W	Q05533	94.64
YFR055W	P43623	95.88
YFR013W	P43596	77.43
YOR342C	Q12182	79.97
YER123W	P39962	73.08
YBR117C	P33315	98.23
YLR077W	Q08023	84.19
YHR093W	P29589	39.98
YEL018W	P39995	76.98
YKR095W	Q02455	67.54
YOR251C	Q08686	96.14
YBR214W	P38314	72.14
YDR448W	Q02336	86.21
YPL263C	Q08979	80.33
YDR180W	Q04002	79.96
YER116C	P40072	61.61
YPL097W	P48527	85.37
YOR130C	Q12375	81.46
YGL196W	P53095	96.25
YCL037C	P25567	60.89
YDR294C	Q05567	91.09
YMR167W	P38920	77.36
YNL213C	P40156	76.52
YBR169C	P32590	94.85
YNL055C	P04840	94.42
YDR198C	Q03942	91.91
YKL129C	P36006	75.59
YER043C	P39954	96.61
YGR230W	P50084	70.22
YGR084C	P12686	84.72
YKL100C	P34248	76.12
YIL110W	P40481	86.47
YOR119C	Q12196	76.7
YAL010C	P18409	77.59
YGL222C	P53080	62.1
YJL199C	P39534	84.43
YHL036W	P38734	82.13
YKL041W	P36095	79.24
YLR144C	Q12168	90.48
YIL131C	P40466	75.37
YHR100C	P38812	94.18
YNR013C	P27514	74.83
YLR414C	Q06991	86.06
YJL216C	P40884	96.17
YHR105W	P38815	77.95
YLR030W	Q07967	44.73
YMR242W-A	Q8TGS6	75.29
YOR008C	P54867	68.14
YDL119C	Q07534	86.94
YHR056C	P38781	66.49
YAL042W	P39727	85.44
YFR049W	P19955	81.12
YMR079W	P24280	94
YOL011W	Q08108	85.05
YNL269W	P53841	40.67
YKL221W	P36032	84.72
YBR207W	P38310	68.55
YBR155W	P33313	92
YGR166W	P32893	69.08
YDR501W	Q04383	64.85
YKR074W	P36154	87.86
YFL050C	P43553	58.22
YDL214C	Q12310	60.68
YEL004W	P40004	84.08
YER141W	P40086	83.22
YHR135C	P23291	76.69
YKL138C	P14063	94.37
YJL011C	P47076	77.15
YAL038W	P00549	96.24
YGR152C	P13856	77.24
YOR202W	P06633	95.65
YKL063C	P35725	64.41
YOR266W	P38969	81.72
YPR124W	P49573	56.16
YDR264C	P39010	83.54
YIL128W	P40469	90.41
YOR140W	P20134	52.76
YDR343C	P39003	84.42
YNL041C	P53959	65.86
YPR157W	Q06466	81.49
YJR060W	P17106	66.62
YAR003W	P39706	88.64
YGL210W	P51996	82.93
YJR119C	P47156	85.09
YDR373W	Q06389	85.63
YPR004C	Q12480	91.33
YPR080W	P02994	89.5
YOR004W	Q12339	79.36
YPL162C	Q12042	79.03
YBL106C	P38163	85.17
YPL200W	Q08955	83.71
YPR057W	Q99177	73.8
YBR237W	P21372	75.09
YIL064W	P40516	87.7
YMR275C	P48524	70.16
YDR354W	P07285	93.76
YNL234W	P53857	56.85
YOR308C	Q12420	65.21
YDR246W	Q03784	79.51
YMR100W	Q03162	70.21
YPR100W	Q06090	91.52
YDR428C	Q04066	98
YJR092W	P47136	51.07
YIL071C	P40512	83.63
YJL051W	P47046	45.72
YHR180W	P38868	31.82
YOR032C	Q12398	57.68
YLR301W	Q05905	97.61
YCL004W	P25578	88.45
YDR157W	A0A023PZE8	45.55
YDR316W	Q06668	82.53
YGR157W	P05374	81.63
YNL165W	P53891	75.71
YPR033C	P07263	87.83
YDL142C	Q07560	74.83
YNL116W	P53924	65.19
YKL024C	P15700	95.57
YLR427W	Q06436	72.11
YGL240W	P53068	85.71
YPR174C	Q06616	69.79
YNL008C	P53983	64.04
YGR085C	Q3E757	91.93
YJR115W	P47152	58.23
YLR200W	P52553	93.02
YPR151C	Q06524	61.8
YDR253C	Q12041	66.64
YDL112W	Q07527	84.37
YGR237C	P50089	57.91
YNL309W	P42845	54.69
YNR015W	P53720	92.94
YKL086W	P36077	90.04
YNR075W	P52924	82.12
YLR150W	P39015	75.33
YDR545W	P0CX20	66.49
YDR545W	P0CX21	65.6
YDR545W	P0CX22	65.38
YHR086W	Q00539	62.22
YPR180W	Q06624	92.86
YBR193C	P38304	73.95
YLL021W	P23201	51.52
YCR011C	P25371	79.56
YGL146C	P53117	66.21
YGL153W	P53112	71.93
YJL010C	P47077	86.72
YDL138W	Q12300	69.92
YFR044C	P43616	96.28
YBR149W	P38115	94.82
YER170W	P26364	89.54
YJL084C	P47029	59.26
YCL054W-A	A0A0B7P221	72.47
YDR528W	Q04429	51.58
YKL073W	P36016	88.43
YCR020C	P25362	97.74
YNL025C	P47821	89.81
YHR146W	P38845	59.7
YHR195W	P38881	53.52
YKR006C	Q02204	75.71
YGR075C	Q00723	74.23
YMR030W-A	Q3E760	37.95
YOR311C	Q12382	82.83
YDR284C	Q05521	91.59
YDR050C	P00942	97.35
YMR161W	P48353	72.87
YNL058C	P53947	60.14
YER047C	P39955	62.95
YDL010W	Q12438	79.47
YNL313C	P42842	88.11
YDL065C	Q07418	64.25
YDR349C	Q06325	78.06
YKL034W	P36096	82.62
YLR078C	P25385	71.82
YFR032C-B	Q8TGU2	41.52
YBR013C	P38215	38.68
YLR153C	P52910	91.81
YDL098C	Q12368	75.91
YMR183C	P39926	78.3
YOL019W	Q08157	57.19
YHR119W	P38827	64.88
YLR404W	Q06058	86.6
YLR014C	P07272	68.91
YDL234C	P48365	77.75
YNL122C	P53921	77.6
YPL210C	P38688	85.99
YML021C	P12887	83.77
YOL138C	Q08281	57.72
Q0140	P02381	70.31
YER132C	P32634	50.93
YCL057W	P25375	92.44
YDR118W	Q04601	79.35
YLL005C	Q07798	74.75
YEL068C	P39977	50.07
YKL104C	P14742	87.86
YBL063W	P28742	66.48
YDR118W-A	P0C5L7	68.22
YOL151W	Q12068	96.12
YBL029C-A	Q3E756	86.94
YDR159W	P46674	69.28
YER080W	P40053	89.19
YHR033W	P38690	87.19
YER052C	P10869	84.1
YCL069W	P25594	83.74
YML074C	P38911	66.32
YJR030C	P47101	64.93
YDR111C	P52892	94.35
YDR128W	Q03897	65.63
YJL221C	P0CW40	98.23
YJL221C	P0CW41	98.27
YIL147C	P39928	65.99
YIL149C	P40457	69.38
YOR330C	P15801	78.28
YPL155C	P28743	68.26
YGL169W	P32579	90.37
YBR147W	P38279	81.44
YGR187C	P48362	91.63
YLR262C	Q99260	84.61
YER070W	P21524	88.01
YJR140C	P47171	77.36
YPL225W	Q08971	87.74
YPL081W	O13516	93.78
YGL167C	P13586	81.1
YGR050C	P53231	46.11
YJR161C	P47187	85.07
YBR246W	P38332	92.55
YLR296W	Q05898	60.49
YPL266W	P41819	90.28
YMR157C	Q03798	77.65
YBR002C	P35196	85.54
YLR234W	P13099	91.95
YMR110C	Q04458	94.49
YGR035W-A	Q45U48	51.75
YGR217W	P50077	70.58
YKL191W	P32461	80.12
YDR065W	Q12167	82.13
YHR024C	P11914	93.09
YKR042W	P36135	82.22
YHL043W	P38728	74.07
YLR096W	P13186	61.33
YOR142W	P53598	92.14
YGR068C	P53244	73.63
Q0075	Q9ZZX0	81.9
YGR296W	P0CX14	64.24
YGR296W	P0CX15	63.73
YHL039W	P38732	92.13
YGR177C	P53296	91.88
YLR271W	Q06152	77.15
YOR268C	Q08734	52.9
YBR023C	P29465	74.71
YPR002W	Q12428	94.65
YDL004W	Q12165	85.15
YJL136C	Q3E754	95.75
YLR033W	Q07979	68.27
YPL127C	P53551	73.88
YEL007W	P40002	54.05
YBL064C	P34227	87.81
YDL171C	Q12680	88.02
YKR013W	P36110	66.88
YBL007C	P32790	57.8
YDR083W	P38961	78.44
YNL094W	P53933	75.33
YOR017W	P32606	78.44
YOR394W	P0CE86	53.01
YOR394W	P0CE87	51.96
YDR014W	Q99359	69.08
YMR097C	Q03151	84.15
YKR101W	P21691	77.69
YMR111C	Q04461	68.73
YLR278C	Q05854	55.41
YPR108W	Q06103	82.5
YDR206W	Q03466	70.14
YJL146W	P46958	65.25
YDR478W	P40993	72.94
YOR002W	Q12001	91.72
YKL039W	P32857	79.56
YHR059W	P38783	87.07
YER115C	Q01684	57.78
YOR194C	P32773	66.04
YKL214C	P36036	64.18
YLL055W	Q12235	83.45
YNL001W	P33309	86.78
YHL048C-A	Q3E758	65.52
YIL106W	P40484	69.26
YGL068W	P53163	68.25
YPR172W	Q06608	80.31
YML011C	Q04231	89.71
YAR007C	P22336	84.65
YBL093C	P25046	68.53
YLR266C	Q06149	79.66
YKL155C	P36056	81.97
YNL317W	P42841	79.79
YFR009W	P43535	78.21
YLL030C	Q07829	50.22
YPR200C	Q06597	96.29
YBL091C	P38174	87.27
YDR169C	Q12427	60.75
YMR064W	P32493	82.83
YCL048W	P25380	82.75
YDR115W	Q04598	78.5
YDL159W-A	Q3E774	71.09
YNL035C	P53962	90.29
YHR026W	P23968	89.86
YDL232W	Q99380	91.38
YBR142W	P38112	73.82
YNL007C	P25294	81.21
YOR298C-A	O14467	80.18
YLR323C	P53769	65.25
YOL069W	P33895	80.59
YJL060W	P47039	96.1
YNL162W-A	Q3E7A8	83.14
YBR047W	P38231	79.81
YER076C	P40049	46.37
YBR238C	P38330	74.17
YLR007W	Q07913	85.25
YOR014W	P38903	69.8
YDR432W	Q01560	60.94
YLR406C-A	Q8TGT1	72.65
YBR067C	P27654	62.84
YEL021W	P03962	96.32
YFL045C	P07283	95.66
YBR010W	P61830	87.04
YOR346W	P12689	73.96
YGL018C	P53193	87.79
YKL116C	P28708	73.24
YKR089C	P36165	62.87
YML082W	Q04533	83.79
YDL022C-A	P0C5L6	53.83
YLL015W	P14772	82.35
YPL058C	Q02785	81.76
YPL073C	P40323	36.27
YMR300C	P04046	90.95
YOR044W	Q08416	56.75
YEL026W	P39990	96.58
YKR018C	P36114	88.32
YNR039C	P53735	64.82
YDR410C	P32584	92.58
YKR079C	P36159	90.02
YIL005W	P40557	88.11
YJL117W	P46956	87.18
YLR343W	Q06135	88.55
YBL054W	P34219	60.46
YHR160C	P38855	53.31
YPR088C	P20424	73.31
YDL072C	Q07451	75.88
YDL012C	Q12489	55.82
YNL052W	P00424	89.82
YDR482C	Q03375	83.98
YMR262W	P38430	93.67
YDL070W	Q07442	68.87
YBR209W	P38311	69.45
YPL254W	Q12060	67.59
YOR275C	Q12033	89.66
YOR174W	Q12343	69.69
YER040W	P18494	47.58
YGR126W	P53274	66.05
YBL060W	P34225	68.02
YDR064W	P05756	93.24
YGL065C	P43636	92.19
YKL027W	P36101	85.59
YGL014W	P25339	60.01
YDL135C	Q12434	89.1
YGL100W	P53011	88.24
YLR210W	P24871	76.56
YDL077C	Q07468	81.71
YBR025C	P38219	88.79
YMR031C	Q05050	66.71
YLR058C	P37291	97.24
YGR288W	P53338	83.51
YMR016C	P53438	48.89
YMR066W	Q04748	79.31
YHR085W	P38803	82.83
YNL002C	P40693	85.61
YOR336W	P22023	86.5
YIL169C	P40442	56.44
YOL094C	P40339	91.93
YEL016C	P39997	87.91
YLR145W	Q12530	78.67
YFL068W	P0CX99	39.97
YFL068W	P0CY00	39.69
YFL068W	P0CY01	37.01
YHR113W	P38821	93.03
YLR080W	Q12396	77.33
YMR007W	Q03675	47.39
YGL174W	P46947	69.89
YDL033C	Q12093	91.6
YLR443W	Q06200	70.6
YOR122C	P07274	97.88
YJL149W	P47005	82.52
YKL100W-A	P0C5P2	63.76
YOR256C	Q08693	82.88
YAL030W	P31109	84.36
YDL031W	Q12389	69.47
YCR002C	P25342	84.96
YMR201C	P28519	75.77
YDR398W	Q04177	80.71
YLR325C	P49167	95.48
YKL035W	P32861	90.96
YER012W	P22141	96.21
YPR010C-A	A5Z2X5	78.62
YBR040W	P38224	80.24
YHR175W	P38865	67.56
YCR035C	P25359	85.71
YPL223C	Q08969	47.08
YBR230C	P38325	57.62
YAR027W	P39547	78.04
YOL137W	Q08280	84.21
YOR350C	P24720	76.67
YPR056W	Q12004	81
YLL006W	P41800	71.29
YOR196C	P32875	77.22
YDR326C	Q06681	56.71
YGR211W	P53303	79.11
YPR006C	Q12031	90.72
YKL084W	P36078	93.59
YCR066W	P10862	66.99
YJR063W	P32529	83.69
YER190W	P40105	65.74
YMR232W	Q05670	67.67
YGL204C	P53089	64.16
YDL052C	P33333	91.47
YER185W	P40100	78.6
YLR074C	Q08004	88.11
YOR380W	Q08904	83.18
YER189W	P40104	64.49
YMR200W	Q03691	84.11
YEL060C	P09232	74.23
YFR018C	P43599	87.04
YMR297W	P00729	88.28
YDR536W	P39932	83.99
YGR270W	P40340	62.61
YDR397C	Q92317	86.33
YEL052W	P32317	78.25
YLR191W	P80667	65.87
YNL311C	P42843	71.25
YKL207W	P36039	65.32
YDL116W	P52891	90.18
YAL055W	P39718	78.2
YIL004C	P22804	74.48
YJL164C	P06244	85.83
YER149C	P40091	69.74
YML026C	P0CX55	90.91
YML026C	P0CX56	90.81
YOL097W-A	Q3E7Y9	47.13
YFR034C	P07270	60.79
YJL223C	P0CE89	70.41
YJL223C	P0CE88	70.33
YOR376W	Q08900	46.83
YPR129W	P45978	64.69
Q0250	P00410	93.89
YJL079C	P47032	70.85
YOR369C	P48589	81.54
YNR007C	P40344	74.42
YLR364C-A	P0C5Q1	61.21
YHR148W	P32899	92.01
YPR199C	Q06596	63.23
YDR028C	Q00816	50.09
YPL062W	Q02781	36.68
YPR113W	P06197	90.02
YGR204W	P07245	93.74
YPL166W	Q12092	67.43
YDL007W	P40327	78.96
YML023C	Q03718	83.29
YMR143W	P0CX51	95.51
YMR143W	P0CX52	95.35
YGR266W	P53326	91.83
YPR020W	Q12233	89.6
YMR073C	Q04772	85.49
YNL291C	P41821	81.87
YNL195C	P40168	43.17
YBL027W	P0CX82	95.19
YBL027W	P0CX83	95.25
YDR236C	Q03778	86.11
YDR011W	P32568	80.18
YDR155C	P14832	98.24
YGL070C	P27999	84.09
YPL160W	P26637	90.66
YML069W	Q04636	79.47
YNL087W	P48231	81.47
YOL132W	Q08271	87.51
YGL225W	P40107	89.88
YER111C	P25302	57.43
YML050W	Q04689	88.21
YDR414C	P16151	85.86
YDR026C	Q12457	61.38
YIR014W	P40570	68.69
YLR288C	Q02574	76.57
YPL147W	P41909	76.32
YDL073W	Q07454	66.71
YGL120C	P53131	91.21
YAL060W	P39714	96.55
YNL217W	P40152	93.74
YIR033W	P40578	55.98
YLL001W	P54861	79.88
YKR066C	P00431	86.81
YLR409C	Q06078	85.96
YHR208W	P38891	93.55
YNL029C	P53966	92.56
YHR001W	P38755	90.69
YLR099C	Q12385	90.41
YLR131C	P21192	50.22
YER081W	P40054	89.86
YDL115C	Q07532	65.77
YPL107W	Q02873	78.56
YOR296W	Q08748	77.08
YER010C	P40011	97.34
YLR362W	P23561	67.87
YJL106W	P32581	66.77
YOR260W	P09032	73.87
YBR261C	P38340	97.38
YIL105C	P40485	73.48
YPL169C	Q99257	85.23
YDL145C	P53622	84.04
YJL171C	P46992	90.25
YNR028W	P53728	84.73
YER018C	P40014	89.89
YMR211W	Q03652	89.78
YLR256W	P0CE41	58.07
YAL017W	P31374	57.88
YJL058C	P47041	57.87
YOR373W	P32336	58.94
YIL057C	P40188	90.77
YHR131C	P38835	54.84
YLR068W	Q12247	90.4
YPR014C	Q6B0W2	43.73
YDL104C	P43122	88.49
YIL017C	P40547	86.66
YNL009W	P53982	95.39
YBR034C	P38074	95.31
YPR049C	Q12527	68.51
YPL087W	Q02896	93.69
YJL132W	P47014	87.79
YIL132C	P40465	89.04
YKL117W	P28707	76.39
YKL140W	P34163	78.23
YPR115W	Q06108	55.63
YOR163W	Q99321	88.9
YMR283C	P23796	85.66
YKL007W	P28495	92.26
YNL024C-A	Q8TGJ3	74.06
YDL149W	Q12142	61.97
YGR252W	Q03330	83.52
YOR029W	Q12243	32.82
YLR341W	Q06134	58.57
YDR231C	Q04935	73.99
YDR045C	Q04307	82.67
YPL184C	Q08925	73.72
YPR111W	P32328	75.87
YPR203W	Q08994	44.36
YGL106W	P53141	89.94
YOL042W	Q08213	93.39
YPR189W	P17883	83.49
YKL051W	P35735	77.85
YGR284C	P53337	75.16
YML078W	P25719	92.39
YOR316C	P32798	72.46
YOR326W	P19524	78.29
YLL054C	Q12244	79.83
YOR293C-A	Q3E7Y7	66.5
YCR032W	P25356	78.25
YAR018C	P22209	80.16
YMR142C	P40212	95.57
YOL036W	Q08206	47.01
YGR032W	P40989	79.81
YOR072W-B	Q3E832	53.52
YKL022C	P09798	70.18
YIL070C	P40513	82.84
YPR034W	Q12406	86.78
YPL189W	Q08929	86.88
YJL172W	P27614	89.79
YOR332W	P22203	90.21
YMR203W	P23644	78.73
YDL075W	P0C2H8	90.85
YEL076C	P39971	40.65
YNL334C	P53823	93.87
YMR077C	Q04272	76.56
YOL002C	Q12442	93.3
YDR415C	Q04033	92.66
YNL295W	P48564	56.17
YDR339C	Q05498	83.57
YPL246C	Q12270	90.46
YNL192W	P08004	68.39
YDL213C	Q07623	71.68
YKL148C	Q00711	94.13
YCL059C	P25586	88.74
YHR086W-A	Q3E746	55.78
YLR186W	Q06287	90.54
YOR193W	Q08580	56.9
YJL093C	P40310	75.01
YJL163C	P46996	80.49
YJR153W	P47180	95.16
YMR284W	P32807	84.23
YBR101C	P38260	93.76
YMR089C	P40341	76.68
YER072W	P40046	79.63
YJL179W	P46988	93.67
YNL149C	P53903	74.56
YGR208W	P42941	94.38
YHR141C	P0CX27	93.63
YHR141C	P0CX28	93.56
YHR170W	P38861	82.45
YDR096W	Q03833	54.38
YPL020C	Q02724	63.08
YER093C	P40061	74.09
YGL016W	P32767	88.5
YLR143W	Q12429	88.47
YNL071W	P12695	79.86
YKL038W	P32862	56.43
YLR368W	Q05930	85.23
YGR255C	P53318	89.53
YLR393W	P18496	80.28
YDL019C	Q12451	70.84
YDL022W	Q00055	93.29
YHL021C	P23180	82.56
YCR079W	P25646	84.73
YOR243C	Q08647	85.83
YOR126C	P41734	97.44
YDR391C	Q04170	92.08
YJR080C	P47127	69.21
YMR134W	P40207	90.53
YOR070C	Q08484	69.52
YKL125W	P36070	81.85
YOR328W	P51533	79.39
YLR176C	P48743	64.21
YNL308C	P42846	70.1
YGR146C-A	Q8TGT9	65.74
YJL037W	P47056	72.86
YDR091C	Q03195	88.71
YHR078W	P38799	70.36
YGL194C	P53096	90.98
YJL104W	P42949	76.73
YAL063C	P39712	57.01
YPL255W	Q12365	69.31
Q0017	Q9ZZX8	56.53
YER178W	P16387	89.63
YJL050W	P47047	84.56
YHR007C-A	Q07074	66.14
YLR126C	Q12288	96.35
YLR099W-A	Q3E798	75.84
YPL196W	Q08952	79.86
YPR135W	Q01454	82.96
YGL138C	P53122	64.57
YHL044W	P38727	82.62
YER030W	P40019	66.15
YDR240C	Q03782	73.29
YGR091W	P49704	77.33
YFR029W	P43606	77.28
YKL048C	P32801	67.14
YOL056W	Q12326	90.86
YOR098C	P20676	42.66
YJL002C	P41543	86.73
YNL275W	P53838	76.18
YDL244W	Q07748	96.26
YDR179C	Q03981	94.07
YPL061W	P54115	97.68
YDL165W	P06100	88.31
YGR200C	P42935	90.62
YDL140C	P04050	81.18
YJR084W	P47130	90.83
YMR095C	Q03144	93.18
YDR120C	P15565	86.1
YDR003W	Q03446	62.61
YOL110W	P41912	86.53
YGR191W	P06775	80.65
YNR071C	P53757	96.16
YOR213C	Q99314	83.41
YJR034W	Q02772	87.27
YOR253W	Q08689	87.86
YBL010C	P32788	68.38
YLR423C	Q06410	88.57
YJR019C	P41903	91.86
YLR357W	Q06488	69.73
YOR008C-A	Q3E7B9	61.13
YHR161C	P38856	63.18
YBR053C	P38235	94.17
YBL059C-A	Q3E7A4	87.68
YLR197W	Q12460	81.73
YOL113W	Q12469	69.99
YPL052W	Q02803	79.82
YHR074W	P38795	95.36
YKR093W	P32901	82.13
YFL003C	P40965	77.18
YHR164C	P38859	69.16
YPR112C	Q06106	71.3
YGL227W	P53076	60.14
YDR499W	Q04377	77.34
YOR060C	Q08457	82.1
YER128W	P40080	82.68
YLR187W	Q06315	56.37
YJR093C	P45976	59.76
YKL201C	P36044	78.97
YPL186C	Q08926	62.51
YCR021C	P25619	86.53
YOL076W	Q12387	93.99
YPR148C	Q06523	72.73
YBR255C-A	Q3E776	78.93
YGR081C	P53251	73.86
YJL201W	P32525	70.17
YGL243W	P53065	91.12
YJL161W	P46998	62.82
YGL194C-A	Q2V2P6	74.27
YGR148C	P24000	85
YDR166C	P89102	61.29
YDL092W	P38985	82.26
YMR099C	Q03161	96.7
YFR041C	P43613	79.27
YJR021C	P21651	68.13
YMR132C	P40206	94.99
YFL059W	P43545	95.3
YGL136C	P53123	76.65
YBL042C	P38196	81.33
YBL039C	P28274	94
YFL062W	P43542	85.49
YGR276C	P53331	86.34
YKL224C	P35994	70.29
YPL280W	Q08992	96.8
YML115C	P23642	80.09
YJL070C	P40361	75.28
YIL051C	P40185	91.99
YPR143W	Q06511	68.3
YCL026C-A	P37261	97.66
YKL077W	P36081	81.28
YPL261C	Q08976	46.48
YBR217W	P38316	75.7
YMR086W	Q04279	48.71
YHR204W	P38888	87.23
YGL129C	Q01163	90.49
YBR200W-A	Q3E755	52.6
YOR381W	Q08905	88.32
YNL040W	P53960	92.4
YNL117W	P30952	97.22
YLL034C	Q07844	72.43
YLL023C	Q12164	89.45
YBL003C	P04912	90.1
YKR103W	P0CE68	81.02
YDL241W	Q07738	48.23
YDL082W	Q12690	93.08
YLR065C	Q99382	73.96
YIL118W	Q00245	84.02
YFR026C	P43604	32.96
YOR113W	P41696	43.16
YFL014W	P22943	61.57
YLL031C	Q07830	87.1
YLR419W	Q06698	76.67
YNL050C	P53952	69.28
YPL034W	Q03083	79.49
YGR053C	P53234	70.58
YNL086W	P48232	88.54
YDR277C	P35198	72.53
YDR291W	Q05549	80.78
YER003C	P29952	96.38
YGL224C	P53078	94.23
YMR044W	Q04213	67.82
YGL193C	P53097	31.17
YNR070W	P53756	84.12
YIL097W	P40492	82.05
YOR273C	Q12256	75.86
YPL116W	Q02959	78.26
YNR067C	P53753	75.83
YPL131W	P26321	94.07
YDR475C	Q03361	55.82
YGL020C	P53192	78.85
YKR104W	P0CE69	88.97
YDR244W	P35056	62.97
YDR407C	Q04183	74.57
YDR382W	P02400	72.69
Q0144	Q9ZZW2	71.02
YNL305C	P48558	80.89
YBR069C	P38085	80.21
YER163C	P32656	93.74
YPR017C	P32601	84.42
YLR405W	Q06063	93.17
YGL189C	P39938	86.68
YDR102C	Q03864	53.14
YBR056W-A	I2HB52	57.2
YMR222C	Q05015	94.09
YJL029C	P47061	84.76
YCR104W	P25610	69.68
YDL188C	P23595	86.06
YGR122W	P53272	78.5
YNL015W	P0CT04	91.05
YKR024C	P36120	77.86
YGL003C	P53197	75.38
YPL012W	Q12754	80.21
YAL046C	P39724	82.74
YJR010W	P08536	96.34
YDR405W	P32387	86.86
YNL146C-A	Q3E7Z1	48.83
YCL001W	P25560	82.21
YHR163W	P38858	97.32
YDR443C	P38931	66.67
YDR059C	P15732	95.91
YJR151W-A	Q3E775	83.21
YDR144C	P53379	72.73
YDL157C	Q12082	84.82
YBR009C	P02309	89.09
YFL066C	P43538	85.25
YOL147C	Q12462	92.85
YOR338W	Q99326	65.79
YIR034C	P38998	96.38
YEL005C	P40003	70.92
YIL109C	P40482	87.34
YDL058W	P25386	73.81
YJR144W	P32787	77
YLR157C-C	P0CY04	69.09
YLR157C-C	P0CY05	68.59
YLR157C-C	P0CY03	68.46
YLR157C-C	P0CY02	68.3
YGR210C	P42942	89.67
YHL046C	P38725	69.25
YPL017C	Q02733	91.37
YOR178C	P28006	51.55
YAR020C	P39545	69.09
YHL004W	P32902	83.23
YNL063W	P53944	93.36
YBL038W	P38064	88.1
YDL155W	P24870	79.34
YOR188W	P21339	57.11
YDR147W	Q03764	76.82
YDL191W	P0CX84	94.11
YDL191W	P0CX85	94.15
YNL294C	P48565	70.03
YNR046W	P53738	96.55
YOL159C	Q08300	37.14
YBR081C	P35177	57.93
YFL047W	P43556	86.34
YFR032C-A	P05747	94.18
YMR321C	Q04898	92.93
YNL167C	Q02100	52.74
YNL280C	P32462	94.36
YER173W	P32641	74.96
YKR056W	P33753	83.01
YJL073W	P40358	83.67
YDL128W	Q99385	87.59
YIL102C-A	Q2V2P5	81.02
YLR026C	Q01590	70.63
YDR310C	P46676	63.27
YLR267W	Q06150	79.23
YKL203C	P32600	75.77
YNR002C	P32907	80.24
YGR079W	P53249	54.49
YNL036W	P53615	96.57
YGL115W	P12904	92.94
YGL105W	P46672	86.06
YEL065W	P39980	80.14
YLR093C	Q12255	73.94
YGR026W	P53217	83.82
YML131W	Q03102	95.15
YPL010W	P53600	86.83
YNL075W	P53941	88.67
YOR382W	Q08906	45.43
YEL055C	P39985	83.49
YGR087C	P26263	98.05
YKR057W	P0C0V8	93.91
YOL071W	Q08230	81.52
YER029C	P40018	76.35
YDL160C-A	Q3E829	85.24
YLR085C	Q12509	89.3
YOR363C	P52960	72.81
YGR278W	P53333	79.31
YDR127W	P08566	89.66
YGR042W	P53227	67.75
YLR246W	Q06551	82.31
YNR058W	P50277	96.08
YCR054C	P25355	88.31
YML038C	Q03697	72.17
YCR046C	P25626	92.35
YDR497C	P30605	79.85
YGR043C	P53228	95.64
YKL133C	P36066	76.61
YOR069W	Q92331	67.39
YLR433C	P23287	85.02
YOR075W	P41834	72.41
YGR110W	P53264	84.77
YGR089W	P53253	59.41
YPR173C	P52917	85.78
YFL044C	P43558	87.18
YIL105W-A	Q8TGN5	51.97
YPL233W	Q12143	81.45
