uniprot	mode
P38429	0.9779041
P38431	0.10887845
P38439	0.97795975
P38523	0.94953775
P38555	0.12434754
P38590	0.12885094
P38604	0.13105142
P38615	0.1326338
P38623	0.9231781
P38624	0.124902315
P38626	0.11897272
P38627	0.118639424
P38628	0.13200483
P38629	0.14158618
P38630	0.115299284
P38631	0.14934856
P38632	0.12575555
P38633	0.092849314
P38634	0.9934605
P38636	0.11975238
P38637	0.9713142
P38688	0.14334685
P38689	0.12502503
P38691	0.9745648
P38692	0.97680235
P38695	0.14916283
P38696	0.123599656
P38697	0.12069884
P38700	0.1569302
P38701	0.77989876
P38703	0.15941978
P38704	0.96981454
P38710	0.11868283
P38711	0.11227025
P38712	0.1149665
P38713	0.14783546
P38715	0.12982355
P38717	0.12007689
P38719	0.16484946
P38720	0.14050773
P38731	0.16904366
P38736	0.47618037
P38741	0.97659135
P38742	0.9778203
P38753	0.97248423
P38754	0.120312855
P38755	0.14376764
P38757	0.12039988
P38758	0.10954323
P38759	0.97532815
P38764	0.11253276
P38766	0.11409563
P38768	0.10974723
P38770	0.97822154
P38778	0.16302307
P38779	0.15315543
P38781	0.14265803
P38782	0.97472364
P38785	0.97985476
P38786	0.13005841
P38788	0.13662064
P38792	0.74555516
P38793	0.11096697
P38797	0.12876531
P38800	0.9762817
P38801	0.96203244
P38803	0.10463903
P38805	0.9619735
P38806	0.9751657
P38810	0.14967752
P38811	0.13286227
P38815	0.14885728
P38817	0.15204287
P38820	0.109328255
P38821	0.132328
P38822	0.9692445
P38823	0.110521786
P38825	0.119790085
P38826	0.9769628
P38827	0.97660613
P38830	0.11815275
P38836	0.13017893
P38838	0.11305773
P38840	0.121202394
P38843	0.14014363
P38844	0.96609545
P38850	0.14599466
P38853	0.974924
P38855	0.34626162
P38856	0.9772886
P38857	0.11917172
P38859	0.15054493
P38861	0.112058595
P38862	0.13531977
P38863	0.12888989
P38869	0.1500447
P38873	0.13855925
P38874	0.13782233
P38875	0.12779075
P38878	0.3048401
P38879	0.9461985
P38881	0.9766333
P38882	0.14498086
P38883	0.15191165
P38886	0.97604775
P38888	0.12275399
P38889	0.97565186
P38890	0.14840746
P38891	0.13511154
P38894	0.97403604
P38902	0.11745876
P38903	0.9768851
P38907	0.11584186
P38910	0.37297088
P38911	0.9778955
P38912	0.96395296
P38915	0.97721845
P38920	0.15253806
P38922	0.97735775
P38925	0.1705776
P38927	0.12340771
P38928	0.97407526
P38929	0.13683529
P38930	0.13974252
P38931	0.15073812
P38932	0.13543215
P38934	0.6601962
P38953	0.1567154
P38954	0.18370062
P38956	0.1830476
P38959	0.14635721
P38960	0.13877764
P38961	0.97638965
P38967	0.14697179
P38968	0.9768943
P38970	0.9759295
P38987	0.12361215
P38989	0.13645957
P38990	0.9722846
P38991	0.14774466
P38992	0.13596486
P38993	0.109202534
P38994	0.97600675
P38995	0.13620104
P38996	0.977264
P38998	0.13059062
P39001	0.97897613
P39002	0.13525155
P39003	0.14466828
P39004	0.14466828
P39006	0.1484052
P39007	0.15970466
P39008	0.97472537
P39009	0.13953955
P39010	0.15801305
P39011	0.13316944
P39012	0.11573383
P39013	0.10929651
P39014	0.11954494
P39015	0.9973566
P39016	0.15289655
P39073	0.115537636
P39081	0.11442166
P39083	0.9733671
P39104	0.1513478
P39105	0.121930785
P39107	0.14211993
P39108	0.13117132
P39109	0.1398699
P39111	0.23272198
P39112	0.14726761
P39515	0.12103203
P39516	0.9569986
P39517	0.1195565
P39518	0.12299961
P39520	0.9788623
P39521	0.9772918
P39522	0.15472941
P39524	0.13883245
P39531	0.12612873
P39533	0.119929224
P39538	0.10732044
P39540	0.14337648
P39552	0.3310637
P39676	0.12647818
P39678	0.9764705
P39683	0.13924676
P39685	0.108263806
P39702	0.120735526
P39704	0.15155539
P39705	0.9784031
P39706	0.14032473
P39707	0.115903094
P39714	0.13788825
P39717	0.14593083
P39719	0.12008695
P39720	0.15141386
P39722	0.13382336
P39723	0.15970552
P39726	0.27107033
P39727	0.34361684
P39729	0.118370056
P39730	0.97725654
P39731	0.13821448
P39742	0.12570947
P39743	0.97047925
P39744	0.9750397
P39875	0.15453182
P39904	0.12956977
P39923	0.14705734
P39925	0.19715479
P39926	0.61211747
P39928	0.11484139
P39929	0.97841793
P39935	0.97679925
P39936	0.9763161
P39940	0.97686815
P39943	0.9288366
P39946	0.134845
P39952	0.14011662
P39956	0.1154024
P39958	0.14380267
P39960	0.1472448
P39962	0.9740447
P39966	0.11385525
P39968	0.1478501
P39969	0.976017
P39976	0.13283165
P39979	0.11377427
P39984	0.24020687
P39985	0.14391735
P39986	0.14723915
P39990	0.12692885
P39993	0.14145033
P39995	0.16152656
P39997	0.14123197
P39998	0.14733881
P40009	0.14948308
P40010	0.15511006
P40011	0.12354899
P40013	0.12598985
P40014	0.9672195
P40015	0.14076485
P40016	0.15343818
P40018	0.9764174
P40021	0.9828898
P40024	0.10791783
P40028	0.15332669
P40032	0.1491741
P40034	0.13946949
P40046	0.12562786
P40047	0.1294153
P40048	0.1599692
P40054	0.12895127
P40055	0.14856786
P40056	0.9692353
P40059	0.982399
P40061	0.15160304
P40063	0.9846264
P40064	0.14358447
P40065	0.15346059
P40066	0.15219393
P40069	0.14161927
P40070	0.97662824
P40072	0.9777267
P40073	0.97186625
P40075	0.9749884
P40078	0.9663609
P40084	0.10765
P40086	0.14097375
P40087	0.1490016
P40089	0.12371203
P40090	0.13183026
P40091	0.9740183
P40094	0.14247786
P40096	0.96063054
P40106	0.13339457
P40107	0.16146469
P40150	0.1954972
P40151	0.14801595
P40152	0.13420509
P40160	0.1145507
P40161	0.9769382
P40164	0.14272016
P40167	0.97592187
P40186	0.15124324
P40202	0.13771665
P40204	0.11027927
P40208	0.11578046
P40215	0.12575814
P40217	0.13305646
P40218	0.33557034
P40219	0.8489857
P40302	0.13131288
P40303	0.117206335
P40308	0.15583381
P40316	0.95745033
P40318	0.14904056
P40319	0.1625449
P40327	0.28927925
P40335	0.13803312
P40339	0.13098931
P40340	0.97689486
P40341	0.13777426
P40343	0.97722995
P40344	0.11610934
P40345	0.14925048
P40348	0.13435423
P40352	0.11535643
P40353	0.12904377
P40356	0.9765463
P40357	0.99024755
P40358	0.15219715
P40359	0.1373713
P40360	0.124892615
P40362	0.10677877
P40367	0.1285289
P40368	0.12600243
P40395	0.1336496
P40414	0.990737
P40416	0.13215446
P40422	0.10841476
P40438	0.12732345
P40450	0.15052342
P40453	0.142122
P40454	0.13995239
P40457	0.1632066
P40458	0.14375703
P40460	0.1462952
P40462	0.14002311
P40465	0.13179432
P40466	0.11891653
P40469	0.12181254
P40471	0.121977255
P40472	0.112408884
P40477	0.9770123
P40479	0.16522275
P40482	0.15004274
P40484	0.97539794
P40485	0.9755442
P40487	0.11316173
P40489	0.9700555
P40492	0.14281605
P40494	0.97620374
P40495	0.1202583
P40498	0.15081158
P40501	0.14657584
P40505	0.9775916
P40506	0.14960217
P40507	0.97516215
P40509	0.12684497
P40510	0.14131224
P40515	0.12870039
P40526	0.15080708
P40527	0.13255462
P40530	0.13664763
P40535	0.9749128
P40537	0.9863882
P40540	0.15604383
P40541	0.15666755
P40543	0.15008758
P40547	0.14325072
P40548	0.116533145
P40553	0.11761243
P40554	0.12071385
P40556	0.13193093
P40557	0.12637216
P40558	0.14686055
P40559	0.13574417
P40562	0.14927751
P40563	0.9967048
P40564	0.97659564
P40565	0.1369026
P40568	0.96752644
P40571	0.11154546
P40573	0.91668653
P40577	0.97712994
P40581	0.11490849
P40693	0.152753
P40825	0.14357573
P40850	0.15243328
P40851	0.124702595
P40857	0.16995439
P40917	0.9733913
P40955	0.13660255
P40956	0.9632291
P40957	0.14729501
P40958	0.1498481
P40959	0.15092184
P40961	0.13356344
P40963	0.116525896
P40968	0.112029985
P40969	0.13810521
P40970	0.10675432
P40988	0.18019201
P40989	0.14977041
P40991	0.9764329
P40992	0.15806991
P40993	0.11562363
P40994	0.14114738
P41056	0.14519078
P41277	0.12556238
P41318	0.115253866
P41338	0.14495721
P41543	0.14284155
P41546	0.9079067
P41695	0.15391317
P41696	0.9769902
P41697	0.9763142
P41698	0.97652364
P41735	0.11656143
P41800	0.1503653
P41805	0.13195191
P41807	0.13510355
P41808	0.14408445
P41809	0.9752928
P41810	0.13355726
P41811	0.10903731
P41812	0.11106832
P41813	0.9769094
P41816	0.19897464
P41821	0.13258946
P41832	0.9772186
P41833	0.15577082
P41834	0.121204175
P41835	0.11396286
P41895	0.97747666
P41896	0.963115
P41901	0.11258392
P41909	0.12820375
P41911	0.1347304
P41920	0.97596836
P41921	0.13123316
P41939	0.11087833
P41948	0.1500304
P42073	0.11033863
P42835	0.15025917
P42836	0.20951849
P42837	0.13401479
P42838	0.15841809
P42839	0.14810625
P42844	0.11253738
P42845	0.99211156
P42935	0.112228364
P42939	0.12892804
P42945	0.12607448
P42949	0.9611417
P42951	0.12086384
P43122	0.13500583
P43123	0.14852716
P43132	0.18688169
P43321	0.37948304
P43497	0.8289827
P43534	0.12769142
P43535	0.13028511
P43555	0.14976013
P43558	0.18950148
P43561	0.14516167
P43563	0.15428932
P43564	0.97487414
P43565	0.975549
P43567	0.12684482
P43571	0.14619413
P43572	0.96854126
P43573	0.9755635
P43583	0.1433805
P43585	0.13612586
P43586	0.97351277
P43587	0.99521255
P43588	0.12289441
P43593	0.111237966
P43594	0.1307706
P43601	0.1419894
P43602	0.9598788
P43603	0.97559524
P43605	0.10749239
P43609	0.15058494
P43612	0.9756216
P43616	0.12781796
P43618	0.974862
P43621	0.97364205
P43633	0.14034069
P43635	0.121466294
P43636	0.15255326
P43637	0.11283231
P43639	0.11318955
P43682	0.77331454
P45818	0.13543054
P45978	0.97780395
P46367	0.12768507
P46654	0.12356408
P46655	0.13886158
P46669	0.96836776
P46672	0.13513392
P46673	0.14185466
P46674	0.13770509
P46675	0.13650258
P46676	0.9765601
P46677	0.10956396
P46678	0.97741795
P46680	0.13072363
P46681	0.1308422
P46682	0.15377718
P46943	0.12476911
P46944	0.13586468
P46946	0.8651058
P46947	0.9338939
P46948	0.14471386
P46951	0.13279292
P46957	0.13468786
P46959	0.15772532
P46962	0.14760287
P46963	0.14171371
P46964	0.19093207
P46971	0.15756059
P46972	0.12520067
P46984	0.9814849
P46985	0.13957052
P46989	0.117721505
P46990	0.86738086
P46995	0.10733399
P47001	0.10282763
P47002	0.15305246
P47006	0.97604454
P47008	0.123435535
P47011	0.14915031
P47013	0.18017296
P47016	0.1204364
P47017	0.10870437
P47024	0.1326219
P47025	0.1094242
P47026	0.17487134
P47027	0.14215334
P47029	0.97689724
P47032	0.96192014
P47033	0.9750793
P47035	0.9774772
P47037	0.10613465
P47039	0.12255065
P47041	0.14119731
P47043	0.111118376
P47045	0.14646785
P47047	0.14254034
P47050	0.14349419
P47054	0.12596262
P47057	0.13474214
P47058	0.14054579
P47061	0.13426863
P47064	0.1234643
P47068	0.97696614
P47069	0.11186914
P47074	0.12463436
P47075	0.14769298
P47076	0.11765568
P47077	0.1526848
P47082	0.16438353
P47083	0.9758264
P47093	0.1284611
P47096	0.13814737
P47098	0.97623146
P47100	0.9765018
P47102	0.14509031
P47103	0.12444787
P47104	0.1482442
P47110	0.976954
P47112	0.12045655
P47113	0.96073174
P47114	0.16388232
P47116	0.97652376
P47119	0.13447869
P47120	0.12277932
P47122	0.11729498
P47124	0.14165154
P47128	0.91760546
P47130	0.13397667
P47134	0.9761667
P47136	0.9745275
P47142	0.13854603
P47143	0.1186838
P47149	0.1267378
P47154	0.14625898
P47156	0.1258972
P47158	0.14717045
P47160	0.97518533
P47164	0.13595729
P47167	0.12685655
P47169	0.1407482
P47170	0.14713995
P47171	0.15200198
P47176	0.12935433
P47178	0.11703391
P47190	0.15959352
P47818	0.11067009
P47821	0.12656333
P47822	0.26403177
P47912	0.1319797
P47977	0.5604244
P48016	0.13352579
P48164	0.45391193
P48231	0.15196094
P48236	0.3309288
P48237	0.14531703
P48240	0.11036755
P48360	0.122494906
P48412	0.9765152
P48415	0.9791503
P48439	0.11975587
P48445	0.12795988
P48510	0.9818001
P48524	0.11665736
P48558	0.15039417
P48559	0.15765598
P48561	0.11839689
P48562	0.9770439
P48563	0.12848984
P48566	0.9734682
P48581	0.15294585
P48582	0.14275146
P48813	0.14037064
P48836	0.88031334
P48837	0.96937174
P49017	0.12969482
P49018	0.13308248
P49095	0.12967183
P49166	0.6616682
P49334	0.1107025
P49435	0.114611045
P49573	0.97655076
P49626	0.12839493
P49686	0.9665533
P49687	0.15115483
P49704	0.97308797
P49723	0.12989858
P49775	0.111628614
P49955	0.11007331
P49956	0.102280304
P49957	0.1094573
P50076	0.160573
P50078	0.9059854
P50079	0.12464131
P50082	0.14882442
P50085	0.11066478
P50087	0.21529925
P50090	0.11359615
P50091	0.65868026
P50094	0.12912884
P50095	0.13890947
P50101	0.13719329
P50102	0.12644053
P50105	0.977443
P50106	0.46507686
P50107	0.1303814
P50108	0.12228853
P50110	0.13392773
P50111	0.97784704
P50264	0.13404837
P50275	0.11049919
P50623	0.50737184
P50861	0.13124055
P50874	0.13778777
P50875	0.97657675
P50942	0.12909712
P50945	0.13034382
P50947	0.12414792
P51402	0.8039428
P51601	0.11657059
P51862	0.97396755
P51979	0.1525192
P51996	0.12539583
P52286	0.9777729
P52488	0.11227623
P52489	0.12762514
P52490	0.10710697
P52491	0.14684534
P52553	0.36957484
P52593	0.14373273
P52870	0.88860923
P52871	0.9255302
P52891	0.140606
P52910	0.12623787
P52917	0.13067967
P52920	0.115955964
P52960	0.15526919
P53008	0.12348228
P53010	0.1235709
P53011	0.11913085
P53012	0.12926604
P53032	0.13703176
P53035	0.97546136
P53037	0.15234908
P53038	0.1383347
P53039	0.2514148
P53040	0.14294475
P53043	0.13620894
P53044	0.119072
P53045	0.1548365
P53048	0.14556536
P53049	0.14656436
P53051	0.13119045
P53061	0.1425305
P53063	0.12897195
P53064	0.9770269
P53067	0.1445914
P53068	0.15087622
P53076	0.14924034
P53079	0.12915649
P53082	0.1268175
P53083	0.11646864
P53086	0.11359595
P53088	0.10912761
P53090	0.14256783
P53091	0.1538868
P53093	0.26870346
P53095	0.13308722
P53096	0.15124467
P53104	0.12959294
P53109	0.15083107
P53112	0.9732017
P53114	0.15614173
P53115	0.14253926
P53119	0.113244876
P53127	0.1522646
P53129	0.13998647
P53131	0.14955431
P53135	0.9722308
P53137	0.15130365
P53140	0.14720702
P53141	0.14049867
P53144	0.11777889
P53145	0.145686
P53146	0.9089636
P53148	0.9762833
P53150	0.14742184
P53152	0.44904608
P53154	0.16173011
P53157	0.1456633
P53159	0.11860226
P53163	0.26256722
P53164	0.12510797
P53165	0.97948194
P53166	0.11444396
P53168	0.9736415
P53170	0.12553057
P53173	0.13479273
P53176	0.2408072
P53178	0.12925076
P53184	0.12364058
P53191	0.9756142
P53192	0.13369222
P53193	0.31244373
P53195	0.12847872
P53196	0.12783715
P53197	0.112437956
P53199	0.12804477
P53201	0.9484577
P53202	0.12171382
P53204	0.14852402
P53207	0.9759587
P53208	0.12679805
P53215	0.12343554
P53218	0.1403417
P53219	0.14461471
P53223	0.30639994
P53224	0.9521389
P53230	0.13133033
P53236	0.109904915
P53238	0.9757539
P53250	0.14809027
P53251	0.8634042
P53252	0.97712004
P53254	0.14680532
P53255	0.14814383
P53256	0.12354663
P53259	0.1365178
P53261	0.9771862
P53262	0.19392666
P53264	0.13884501
P53266	0.15052736
P53267	0.9714209
P53271	0.12041686
P53276	0.12098495
P53277	0.9909259
P53281	0.97832704
P53286	0.9765231
P53290	0.11861575
P53294	0.124862224
P53296	0.122461006
P53297	0.97457504
P53298	0.9720379
P53299	0.13821247
P53301	0.9755782
P53303	0.15569028
P53309	0.98257804
P53311	0.14058444
P53314	0.13574025
P53317	0.9760344
P53318	0.117793694
P53323	0.12190002
P53324	0.13456763
P53327	0.14016047
P53330	0.9680799
P53334	0.108064376
P53335	0.9822209
P53378	0.11892283
P53379	0.10844211
P53397	0.13398042
P53507	0.15256688
P53538	0.1240672
P53540	0.14439313
P53541	0.13509256
P53549	0.9771137
P53550	0.9765463
P53551	0.9657979
P53552	0.15766764
P53598	0.1446164
P53599	0.15483874
P53604	0.98656523
P53615	0.19106355
P53616	0.11067027
P53617	0.97640973
P53622	0.14782427
P53628	0.9702412
P53632	0.97277164
P53633	0.10646233
P53685	0.13541232
P53686	0.1475203
P53687	0.119782604
P53688	0.13456598
P53691	0.1398264
P53720	0.14306714
P53721	0.11266654
P53722	0.11852004
P53725	0.98389256
P53729	0.1307384
P53730	0.129342
P53731	0.1293344
P53734	0.119976245
P53738	0.1214989
P53739	0.9765947
P53740	0.115469806
P53741	0.9770062
P53742	0.14722213
P53743	0.97279435
P53746	0.15332553
P53753	0.14142394
P53759	0.1427381
P53769	0.96408117
P53829	0.1149901
P53832	0.9774525
P53833	0.11790414
P53838	0.18490666
P53839	0.17551687
P53840	0.14214844
P53843	0.15318395
P53844	0.22205229
P53845	0.96741533
P53846	0.1360229
P53847	0.14445928
P53848	0.12150222
P53853	0.12365116
P53855	0.13942738
P53859	0.11963475
P53860	0.11473279
P53865	0.109473154
P53866	0.9724952
P53867	0.12302743
P53868	0.13394287
P53871	0.1455639
P53872	0.9782585
P53874	0.97758496
P53877	0.12206198
P53879	0.97744507
P53886	0.1502787
P53890	0.9750221
P53893	0.11087395
P53894	0.9764204
P53895	0.9708499
P53896	0.118714094
P53897	0.9598
P53899	0.12076762
P53900	0.18427175
P53901	0.9770427
P53904	0.67968905
P53905	0.17367177
P53909	0.13790466
P53911	0.9774419
P53914	0.14344305
P53915	0.12704894
P53917	0.1478685
P53919	0.9773655
P53920	0.14471981
P53923	0.12738742
P53924	0.97560537
P53927	0.97668004
P53930	0.17297754
P53933	0.12184253
P53935	0.98402596
P53939	0.92133677
P53940	0.15157129
P53941	0.12631033
P53942	0.17125463
P53943	0.169294
P53950	0.9767401
P53951	0.12141703
P53954	0.13278802
P53955	0.12158959
P53959	0.14975709
P53965	0.115272075
P53968	0.9729501
P53969	0.13740735
P53972	0.13065204
P53973	0.14565785
P53974	0.11636782
P53978	0.1466408
P53981	0.1263448
P53983	0.15729024
P54000	0.981657
P54003	0.95682395
P54070	0.11471578
P54074	0.16092819
P54113	0.11744279
P54115	0.12777612
P54199	0.11514186
P54780	0.43565005
P54781	0.1252956
P54783	0.12361628
P54784	0.14937755
P54785	0.975528
P54786	0.97112936
P54787	0.10739601
P54790	0.13353686
P54791	0.13515702
P54837	0.13279733
P54854	0.1659932
P54857	0.12062009
P54860	0.13340676
P54861	0.14670683
P54862	0.138118
P54867	0.9745343
P54999	0.10757169
P57743	0.11632618
P60010	0.12526023
P61829	0.2129376
P61830	0.11643155
P62651	0.49055624
P69771	0.86527485
P69850	0.59646213
P69851	0.12661126
P69852	0.21367773
P80210	0.113719955
P80428	0.1104363
P80667	0.976397
P80967	0.80490804
P81449	0.21362162
P81450	0.3260818
P87108	0.13697147
P89102	0.13556468
P89105	0.14398804
Q00055	0.13129157
Q00245	0.14357316
Q00246	0.11713976
Q00362	0.11383437
Q00381	0.27524823
Q00402	0.15253854
Q00416	0.15298286
Q00539	0.114152655
Q00578	0.111887716
Q00582	0.12726727
Q00618	0.13221805
Q00684	0.11680099
Q00711	0.11383854
Q00764	0.1407437
Q00772	0.10952456
Q00776	0.14083749
Q00816	0.9785285
Q00916	0.97653496
Q00947	0.56287175
Q00955	0.13528001
Q01080	0.15298715
Q01159	0.10913856
Q01217	0.14260185
Q01389	0.9753401
Q01448	0.9786876
Q01454	0.1515098
Q01476	0.15393984
Q01477	0.9773102
Q01519	0.14967045
Q01532	0.13333547
Q01560	0.9776075
Q01574	0.11282185
Q01589	0.9781985
Q01590	0.976675
Q01649	0.114213146
Q01662	0.11565961
Q01722	0.97682035
Q01852	0.1141171
Q01855	0.24275208
Q01896	0.1270785
Q01919	0.9768523
Q01926	0.15219083
Q01939	0.1181141
Q02046	0.13454595
Q02100	0.9751402
Q02159	0.12990311
Q02199	0.9727634
Q02201	0.14916418
Q02205	0.97940725
Q02206	0.15128681
Q02207	0.13418654
Q02256	0.13198818
Q02260	0.20427066
Q02326	0.114172235
Q02336	0.11068871
Q02354	0.14186013
Q02455	0.97724473
Q02457	0.97177947
Q02486	0.23514865
Q02555	0.15488327
Q02574	0.14877553
Q02629	0.9300988
Q02630	0.97546726
Q02642	0.19414937
Q02647	0.11999445
Q02685	0.1443848
Q02724	0.15191838
Q02725	0.14580238
Q02732	0.15182248
Q02733	0.1346135
Q02767	0.13123995
Q02773	0.11502761
Q02774	0.16279167
Q02775	0.99030524
Q02776	0.15707687
Q02784	0.12727687
Q02785	0.14348575
Q02792	0.15307483
Q02793	0.13109025
Q02794	0.16145785
Q02795	0.14966851
Q02804	0.13321589
Q02805	0.9746287
Q02821	0.1522212
Q02884	0.9734231
Q02887	0.13440132
Q02888	0.29836228
Q02890	0.12883969
Q02892	0.14693378
Q02896	0.15480599
Q02908	0.13921008
Q02931	0.13975957
Q02933	0.11934397
Q02939	0.14492472
Q02948	0.13763037
Q02950	0.17723131
Q02959	0.9682063
Q03002	0.9705565
Q03010	0.14019081
Q03012	0.14096734
Q03018	0.14684084
Q03020	0.12539479
Q03034	0.13418588
Q03048	0.13802673
Q03063	0.98044246
Q03067	0.18443793
Q03071	0.14069971
Q03081	0.29009604
Q03096	0.120386995
Q03103	0.14783472
Q03124	0.14978573
Q03125	0.44021612
Q03144	0.1343028
Q03148	0.12827879
Q03162	0.15345497
Q03178	0.9632548
Q03180	0.9722346
Q03195	0.13414931
Q03213	0.97810775
Q03262	0.13428663
Q03280	0.1407983
Q03290	0.12163097
Q03305	0.13276553
Q03308	0.13148865
Q03322	0.9801761
Q03330	0.11295298
Q03337	0.14220685
Q03373	0.96970624
Q03388	0.97757936
Q03390	0.62576854
Q03406	0.12649162
Q03407	0.9710076
Q03433	0.9684534
Q03434	0.9762364
Q03435	0.9698992
Q03455	0.16514078
Q03465	0.97163904
Q03466	0.13824296
Q03494	0.97616374
Q03496	0.13121696
Q03497	0.9766443
Q03503	0.13693559
Q03529	0.17017081
Q03532	0.15586542
Q03533	0.14238444
Q03554	0.32463694
Q03557	0.11577448
Q03558	0.20259511
Q03612	0.97623146
Q03619	0.14469606
Q03630	0.109594576
Q03631	0.124782875
Q03640	0.14878453
Q03649	0.13681793
Q03654	0.98230255
Q03655	0.14835863
Q03656	0.11533365
Q03660	0.124844804
Q03674	0.113619275
Q03677	0.13166963
Q03687	0.1689347
Q03690	0.12641677
Q03691	0.16763201
Q03702	0.12526226
Q03705	0.13766974
Q03713	0.94522285
Q03714	0.13879208
Q03723	0.12853524
Q03758	0.10962824
Q03761	0.97798955
Q03768	0.95629597
Q03769	0.9759483
Q03771	0.12467987
Q03774	0.1200773
Q03778	0.12553857
Q03784	0.2193318
Q03785	0.15010145
Q03790	0.9731024
Q03818	0.8146209
Q03825	0.9776428
Q03833	0.97065777
Q03834	0.11336851
Q03835	0.1252233
Q03855	0.9766226
Q03862	0.14471833
Q03868	0.11023228
Q03897	0.13782868
Q03898	0.94890445
Q03920	0.13167426
Q03921	0.14217266
Q03940	0.1460394
Q03941	0.15058407
Q03944	0.97812927
Q03954	0.9600051
Q03957	0.97636414
Q03973	0.9756056
Q04002	0.14323428
Q04003	0.7170289
Q04013	0.11828482
Q04048	0.13259493
Q04049	0.13372564
Q04053	0.14963207
Q04062	0.13789615
Q04067	0.9170563
Q04080	0.13978226
Q04082	0.10163469
Q04087	0.97496146
Q04089	0.117451295
Q04110	0.9664742
Q04119	0.118424594
Q04120	0.10462269
Q04121	0.16464454
Q04149	0.14309032
Q04175	0.12880787
Q04177	0.15739045
Q04178	0.14546442
Q04179	0.1242175
Q04195	0.9772039
Q04199	0.11693415
Q04214	0.97625446
Q04217	0.11661899
Q04226	0.112747
Q04228	0.14978407
Q04235	0.11518668
Q04264	0.122294754
Q04272	0.96679103
Q04305	0.14626408
Q04307	0.13156474
Q04311	0.10505612
Q04322	0.9746002
Q04338	0.7066194
Q04344	0.15031484
Q04359	0.4121905
Q04364	0.11298534
Q04370	0.13996196
Q04371	0.13685465
Q04372	0.97126174
Q04373	0.14877748
Q04377	0.15451175
Q04396	0.15128362
Q04401	0.14835194
Q04409	0.12144448
Q04410	0.12763286
Q04430	0.1191933
Q04431	0.13715133
Q04432	0.121328846
Q04437	0.108166546
Q04439	0.15416643
Q04458	0.13086599
Q04461	0.97716665
Q04472	0.11080149
Q04477	0.11155607
Q04491	0.13838813
Q04493	0.11932639
Q04500	0.9893899
Q04511	0.14518027
Q04601	0.1338898
Q04603	0.97573733
Q04629	0.13960785
Q04636	0.15027684
Q04638	0.12448622
Q04651	0.1250425
Q04659	0.87834346
Q04660	0.9762558
Q04670	0.14469606
Q04673	0.15831992
Q04693	0.15030305
Q04705	0.1437557
Q04711	0.9765018
Q04728	0.12932108
Q04739	0.9760113
Q04746	0.13139266
Q04749	0.9716873
Q04779	0.11216357
Q04781	0.118657544
Q04839	0.9838499
Q04847	0.124412596
Q04868	0.12485279
Q04894	0.12960295
Q04921	0.14101037
Q04924	0.1443153
Q04947	0.9306943
Q04951	0.11128811
Q04958	0.112575926
Q04964	0.9230966
Q05016	0.12850371
Q05021	0.9780823
Q05022	0.14397141
Q05027	0.22946382
Q05029	0.151243
Q05031	0.1451508
Q05080	0.97634745
Q05123	0.14207321
Q05164	0.9774537
Q05166	0.9777863
Q05359	0.14155024
Q05471	0.110778384
Q05498	0.11240396
Q05515	0.11836511
Q05521	0.11721399
Q05533	0.121944115
Q05549	0.14275463
Q05567	0.1353618
Q05568	0.12795036
Q05580	0.97143817
Q05583	0.12888059
Q05584	0.11081799
Q05636	0.13421196
Q05775	0.976411
Q05776	0.2186387
Q05777	0.9614753
Q05779	0.122907534
Q05785	0.9766643
Q05787	0.1456183
Q05789	0.24586625
Q05791	0.14810924
Q05871	0.15449798
Q05900	0.80835104
Q05902	0.11454396
Q05919	0.12516224
Q05930	0.13683505
Q05931	0.14178035
Q05933	0.12233603
Q05934	0.15372254
Q05946	0.13180196
Q05949	0.15014634
Q05958	0.9713051
Q05979	0.12956293
Q06010	0.14370357
Q06032	0.12979762
Q06053	0.13985324
Q06058	0.12914845
Q06063	0.13661888
Q06078	0.14660123
Q06096	0.1367566
Q06102	0.11595924
Q06106	0.97523355
Q06132	0.9756282
Q06135	0.1333201
Q06142	0.123602785
Q06143	0.13800737
Q06144	0.14658442
Q06147	0.110446155
Q06148	0.16300872
Q06151	0.13020074
Q06156	0.1421409
Q06159	0.1154395
Q06160	0.1486186
Q06163	0.13332981
Q06164	0.14855246
Q06168	0.12234199
Q06178	0.11096996
Q06188	0.10948722
Q06204	0.13584554
Q06205	0.97783756
Q06211	0.1217103
Q06213	0.6677973
Q06217	0.12330706
Q06218	0.115399286
Q06224	0.11604846
Q06263	0.97549856
Q06266	0.9608141
Q06287	0.13306351
Q06321	0.1507968
Q06324	0.93505687
Q06328	0.21078151
Q06337	0.97668874
Q06339	0.11108971
Q06340	0.97548234
Q06344	0.97662956
Q06346	0.308469
Q06349	0.11135991
Q06385	0.11458988
Q06389	0.116800874
Q06390	0.14609104
Q06406	0.115065984
Q06408	0.13187511
Q06409	0.13143906
Q06410	0.13308257
Q06411	0.1153817
Q06440	0.97733605
Q06449	0.9760786
Q06488	0.9759001
Q06489	0.12365786
Q06493	0.11438402
Q06504	0.20209019
Q06505	0.9775343
Q06506	0.11591348
Q06508	0.13417418
Q06510	0.103790596
Q06512	0.12072028
Q06522	0.11480297
Q06541	0.19221759
Q06549	0.13893446
Q06551	0.20102963
Q06554	0.10630604
Q06580	0.28041363
Q06592	0.13384765
Q06593	0.17218877
Q06596	0.1586712
Q06598	0.16647846
Q06604	0.9849353
Q06623	0.11587379
