uniprot	mean
P38429	0.64241886
P38431	0.42430973
P38439	0.8050352
P38523	0.68965167
P38555	0.35505074
P38590	0.67783725
P38604	0.21781906
P38615	0.20940952
P38623	0.53827214
P38624	0.14299445
P38626	0.17478122
P38627	0.20196716
P38628	0.1484318
P38629	0.23061591
P38630	0.4368511
P38631	0.29347727
P38632	0.21915476
P38633	0.36791426
P38634	0.971849
P38636	0.15000002
P38637	0.47660106
P38688	0.27090383
P38689	0.15240641
P38691	0.75015676
P38692	0.676248
P38695	0.3931431
P38696	0.14328432
P38697	0.21176314
P38700	0.44269556
P38701	0.71106887
P38703	0.3915782
P38704	0.58640075
P38710	0.15808967
P38711	0.19990458
P38712	0.3828405
P38713	0.5021052
P38715	0.1580863
P38717	0.20375322
P38719	0.30844095
P38720	0.22388671
P38731	0.25989428
P38736	0.56930894
P38741	0.70317626
P38742	0.54876614
P38753	0.6560264
P38754	0.15980077
P38755	0.3271289
P38757	0.47537136
P38758	0.34428206
P38759	0.50661784
P38764	0.35525286
P38766	0.39041856
P38768	0.4109309
P38770	0.7187441
P38778	0.41162047
P38779	0.4028772
P38781	0.33335134
P38782	0.5690697
P38785	0.7961481
P38786	0.27512556
P38788	0.28418377
P38792	0.5010182
P38793	0.23840366
P38797	0.21671978
P38800	0.6587908
P38801	0.6063086
P38803	0.29152432
P38805	0.50486
P38806	0.6093571
P38810	0.2904935
P38811	0.1944015
P38815	0.39063537
P38817	0.42458704
P38820	0.21140769
P38821	0.19151475
P38822	0.45417455
P38823	0.45907205
P38825	0.29923293
P38826	0.49126258
P38827	0.47828978
P38830	0.41236237
P38836	0.18052766
P38838	0.37421885
P38840	0.2075327
P38843	0.23511039
P38844	0.63787305
P38850	0.4078623
P38853	0.5982066
P38855	0.4814022
P38856	0.6092818
P38857	0.23646086
P38859	0.35221866
P38861	0.29921332
P38862	0.18846852
P38863	0.21839547
P38869	0.34879383
P38873	0.39291736
P38874	0.2898842
P38875	0.17428663
P38878	0.37659898
P38879	0.602936
P38881	0.6209603
P38882	0.30323583
P38883	0.31043288
P38886	0.4645961
P38888	0.1900579
P38889	0.5955927
P38890	0.38445583
P38891	0.20821996
P38894	0.6807708
P38902	0.17827164
P38903	0.5218306
P38907	0.25973412
P38910	0.3165797
P38911	0.7815253
P38912	0.6529225
P38915	0.4820221
P38920	0.29628944
P38922	0.6395001
P38925	0.4421679
P38927	0.22453105
P38928	0.5021498
P38929	0.28217077
P38930	0.23521961
P38931	0.42662817
P38932	0.17222002
P38934	0.59175783
P38953	0.21334817
P38954	0.4079016
P38956	0.42868683
P38959	0.2773523
P38960	0.19727036
P38961	0.4402657
P38967	0.2774101
P38968	0.5287406
P38970	0.6282998
P38987	0.42615837
P38989	0.44251063
P38990	0.6786274
P38991	0.32582322
P38992	0.20196564
P38993	0.2662109
P38994	0.5411514
P38995	0.1949675
P38996	0.7911179
P38998	0.18317637
P39001	0.9334435
P39002	0.19334352
P39003	0.32801878
P39004	0.3318948
P39006	0.3126272
P39007	0.24049851
P39008	0.46804824
P39009	0.27387
P39010	0.34886983
P39011	0.15650724
P39012	0.3344081
P39013	0.44439548
P39014	0.3753929
P39015	0.97628593
P39016	0.55573213
P39073	0.43142977
P39081	0.35009858
P39083	0.6493835
P39104	0.44415966
P39105	0.1797477
P39107	0.21912336
P39108	0.14338103
P39109	0.24738161
P39111	0.25510958
P39112	0.20411149
P39515	0.25463527
P39516	0.58516425
P39517	0.34592658
P39518	0.16580297
P39520	0.87932795
P39521	0.75090224
P39522	0.34225187
P39524	0.31326368
P39531	0.22786386
P39533	0.2759159
P39538	0.3513036
P39540	0.24439886
P39552	0.44213814
P39676	0.15977634
P39678	0.49484384
P39683	0.2297433
P39685	0.24464269
P39702	0.18375017
P39704	0.33699238
P39705	0.85154295
P39706	0.26369503
P39707	0.16723517
P39714	0.17546669
P39717	0.34002122
P39719	0.3913784
P39720	0.357759
P39722	0.17161924
P39723	0.43153965
P39726	0.53110826
P39727	0.36442566
P39729	0.21334043
P39730	0.52867097
P39731	0.27095234
P39742	0.20700589
P39743	0.65839064
P39744	0.45949766
P39875	0.49480876
P39904	0.2112051
P39923	0.4154763
P39925	0.3722041
P39926	0.64222497
P39928	0.45644462
P39929	0.7816613
P39935	0.77339596
P39936	0.7533732
P39940	0.51712865
P39943	0.8077538
P39946	0.1820214
P39952	0.3695879
P39956	0.5498701
P39958	0.1790292
P39960	0.39337635
P39962	0.47665268
P39966	0.37529248
P39968	0.25510404
P39969	0.7543349
P39976	0.15474752
P39979	0.2597558
P39984	0.40579352
P39985	0.29114437
P39986	0.30158877
P39990	0.20048925
P39993	0.25680268
P39995	0.40158507
P39997	0.21626376
P39998	0.4998355
P40009	0.3035956
P40010	0.4300455
P40011	0.14669152
P40013	0.54659617
P40014	0.5677783
P40015	0.2454791
P40016	0.27719718
P40018	0.64541453
P40021	0.901819
P40024	0.31411332
P40028	0.46455353
P40032	0.27949172
P40034	0.27936977
P40046	0.32216427
P40047	0.20304956
P40048	0.3841743
P40054	0.21596535
P40055	0.49278715
P40056	0.5772655
P40059	0.87994957
P40061	0.31663054
P40063	0.87381554
P40064	0.23661079
P40065	0.4649648
P40066	0.2838934
P40069	0.20560451
P40070	0.67562824
P40072	0.7579562
P40073	0.57264644
P40075	0.54648256
P40078	0.6173688
P40084	0.22781634
P40086	0.20261721
P40087	0.39369696
P40089	0.27245367
P40090	0.15843624
P40091	0.5418084
P40094	0.22264238
P40096	0.5882745
P40106	0.23529434
P40107	0.2675536
P40150	0.33390272
P40151	0.37698057
P40152	0.19174322
P40160	0.46906188
P40161	0.4869454
P40164	0.34925133
P40167	0.55493623
P40186	0.32479018
P40202	0.1695549
P40204	0.17033021
P40208	0.33623463
P40215	0.21391095
P40217	0.19933523
P40218	0.5990649
P40219	0.6948488
P40302	0.1446082
P40303	0.39918444
P40308	0.23553307
P40316	0.88873273
P40318	0.41200554
P40319	0.3076703
P40327	0.35725483
P40335	0.38168246
P40339	0.17145482
P40340	0.5393265
P40341	0.42285275
P40343	0.6040847
P40344	0.3448939
P40345	0.33147973
P40348	0.2143991
P40352	0.49299097
P40353	0.1693107
P40356	0.6745962
P40357	0.9751917
P40358	0.3652707
P40359	0.2510285
P40360	0.19071339
P40362	0.41680506
P40367	0.22073908
P40368	0.19074616
P40395	0.18562204
P40414	0.96422267
P40416	0.17642106
P40422	0.19160067
P40438	0.24941912
P40450	0.40273654
P40453	0.4428001
P40454	0.3456122
P40457	0.41578853
P40458	0.49338952
P40460	0.4098669
P40462	0.19326383
P40465	0.17422129
P40466	0.50805664
P40469	0.17041317
P40471	0.30652833
P40472	0.5072278
P40477	0.5775615
P40479	0.3396147
P40482	0.327644
P40484	0.5029251
P40485	0.4380448
P40487	0.27997392
P40489	0.5419175
P40492	0.23173046
P40494	0.57858074
P40495	0.19170667
P40498	0.37390733
P40501	0.34681496
P40505	0.7258603
P40506	0.2776122
P40507	0.56506723
P40509	0.14170726
P40510	0.24747732
P40515	0.17279586
P40526	0.22827661
P40527	0.3000587
P40530	0.18964261
P40535	0.84261674
P40537	0.5967824
P40540	0.17854355
P40541	0.34545618
P40543	0.2966946
P40547	0.24611993
P40548	0.42992008
P40553	0.44536322
P40554	0.18262394
P40556	0.19189034
P40557	0.22625941
P40558	0.23002614
P40559	0.23043525
P40562	0.30335173
P40563	0.99054575
P40564	0.61748207
P40565	0.21830131
P40568	0.6990204
P40571	0.31879398
P40573	0.66675067
P40577	0.7749896
P40581	0.19220237
P40693	0.45256582
P40825	0.23043782
P40850	0.29654425
P40851	0.19016488
P40857	0.24894902
P40917	0.7561597
P40955	0.18042266
P40956	0.7335345
P40957	0.38090774
P40958	0.20673414
P40959	0.3440481
P40961	0.28822318
P40963	0.237652
P40968	0.37979198
P40969	0.191055
P40970	0.24737668
P40988	0.3806329
P40989	0.31447917
P40991	0.51081365
P40992	0.24289894
P40993	0.49095964
P40994	0.14270687
P41056	0.24862838
P41277	0.21053086
P41318	0.3319164
P41338	0.30934846
P41543	0.22291835
P41546	0.56877995
P41695	0.47845072
P41696	0.8307688
P41697	0.5545251
P41698	0.84974027
P41735	0.2965468
P41800	0.3896365
P41805	0.18139197
P41807	0.15835518
P41808	0.16105066
P41809	0.711412
P41810	0.22899874
P41811	0.2484541
P41812	0.3193517
P41813	0.6986204
P41816	0.31076175
P41821	0.17471334
P41832	0.60364085
P41833	0.29996327
P41834	0.29724267
P41835	0.16891864
P41895	0.8357891
P41896	0.62564766
P41901	0.27704617
P41909	0.21324795
P41911	0.17580347
P41920	0.5052997
P41921	0.18959384
P41939	0.23132606
P41948	0.33491412
P42073	0.5139489
P42835	0.39158714
P42836	0.24723002
P42837	0.23643737
P42838	0.426663
P42839	0.50436527
P42844	0.2448763
P42845	0.9580154
P42935	0.20080526
P42939	0.2609235
P42945	0.16606905
P42949	0.60860544
P42951	0.4588422
P43122	0.15191212
P43123	0.22515742
P43132	0.37566602
P43321	0.47920007
P43497	0.6637209
P43534	0.19603467
P43535	0.23965073
P43555	0.33320206
P43558	0.38894203
P43561	0.25653175
P43563	0.42978808
P43564	0.6046995
P43565	0.53144765
P43567	0.13935497
P43571	0.2041534
P43572	0.47548229
P43573	0.84817374
P43583	0.20663404
P43585	0.33678252
P43586	0.84627837
P43587	0.9886476
P43588	0.380417
P43593	0.35321364
P43594	0.38012242
P43601	0.38635743
P43602	0.49748793
P43603	0.57487595
P43605	0.5033556
P43609	0.38670394
P43612	0.49550948
P43616	0.17141645
P43618	0.73737454
P43621	0.43413797
P43633	0.48685643
P43635	0.18711847
P43636	0.253755
P43637	0.2604124
P43639	0.3454228
P43682	0.75515693
P45818	0.38827273
P45978	0.8511619
P46367	0.18493459
P46654	0.36281338
P46655	0.26224545
P46669	0.64705044
P46672	0.49337065
P46673	0.21920559
P46674	0.43608767
P46675	0.50473684
P46676	0.7159217
P46677	0.4686004
P46678	0.801511
P46680	0.20033552
P46681	0.19775774
P46682	0.29768002
P46943	0.19896896
P46944	0.2531674
P46946	0.6234284
P46947	0.83177096
P46948	0.3914644
P46951	0.18442015
P46957	0.20596339
P46959	0.3738965
P46962	0.23086733
P46963	0.26397824
P46964	0.4817539
P46971	0.3183292
P46972	0.16319633
P46984	0.95747715
P46985	0.25827083
P46989	0.40142602
P46990	0.64083403
P46995	0.3211797
P47001	0.43433166
P47002	0.34412456
P47006	0.4225056
P47008	0.18425065
P47011	0.27980417
P47013	0.2765146
P47016	0.25759012
P47017	0.45490038
P47024	0.34383565
P47025	0.37244952
P47026	0.24532829
P47027	0.34551612
P47029	0.6275674
P47032	0.5524636
P47033	0.7178161
P47035	0.88474697
P47037	0.4338464
P47039	0.1915927
P47041	0.5156354
P47043	0.4927457
P47045	0.4710908
P47047	0.32667515
P47050	0.22107723
P47054	0.17548779
P47057	0.36078346
P47058	0.17847268
P47061	0.20505849
P47064	0.18205035
P47068	0.7877
P47069	0.5051871
P47074	0.5192742
P47075	0.28757164
P47076	0.46940225
P47077	0.27755207
P47082	0.43553066
P47083	0.7370268
P47093	0.22274335
P47096	0.18443665
P47098	0.45736775
P47100	0.45540002
P47102	0.22314106
P47103	0.18705037
P47104	0.2563361
P47110	0.7319287
P47112	0.2382113
P47113	0.77735513
P47114	0.5461525
P47116	0.64731395
P47119	0.15737094
P47120	0.32977965
P47122	0.41928625
P47124	0.30868477
P47128	0.90211266
P47130	0.17157623
P47134	0.6407848
P47136	0.66968024
P47142	0.23882774
P47143	0.1744803
P47149	0.39544624
P47154	0.20091806
P47156	0.17893085
P47158	0.25069833
P47160	0.70160055
P47164	0.22939204
P47167	0.17905487
P47169	0.26831773
P47170	0.2971537
P47171	0.2681671
P47176	0.23895447
P47178	0.473105
P47190	0.28391668
P47818	0.39253587
P47821	0.2115368
P47822	0.25989848
P47912	0.18393345
P47977	0.4574796
P48016	0.22135647
P48164	0.34003463
P48231	0.29900154
P48236	0.45006254
P48237	0.22946902
P48240	0.34580567
P48360	0.16449751
P48412	0.62297714
P48415	0.7908306
P48439	0.228238
P48445	0.21596016
P48510	0.8631638
P48524	0.45536307
P48558	0.38166592
P48559	0.50196326
P48561	0.49599764
P48562	0.53752196
P48563	0.21577322
P48566	0.48907125
P48581	0.3077447
P48582	0.30613613
P48813	0.42983627
P48836	0.6443057
P48837	0.7245759
P49017	0.25391778
P49018	0.20371725
P49095	0.16011843
P49166	0.6399767
P49334	0.4435582
P49435	0.13832994
P49573	0.7976386
P49626	0.4373304
P49686	0.8352945
P49687	0.40386114
P49704	0.45660266
P49723	0.18526542
P49775	0.49540976
P49955	0.25764564
P49956	0.33228812
P49957	0.510672
P50076	0.26083472
P50078	0.6821371
P50079	0.263886
P50082	0.2977002
P50085	0.26896623
P50087	0.32269698
P50090	0.45554113
P50091	0.5903437
P50094	0.184237
P50095	0.23012425
P50101	0.2076355
P50102	0.14431505
P50105	0.7344461
P50106	0.6122945
P50107	0.2569604
P50108	0.32636034
P50110	0.20010051
P50111	0.8988076
P50264	0.16437022
P50275	0.4135789
P50623	0.40967488
P50861	0.1651809
P50874	0.16606556
P50875	0.75886923
P50942	0.37434775
P50945	0.17832471
P50947	0.5359879
P51402	0.75466424
P51601	0.3878513
P51862	0.45589617
P51979	0.28865743
P51996	0.32494643
P52286	0.73503536
P52488	0.32785144
P52489	0.21852908
P52490	0.3305616
P52491	0.33232087
P52553	0.5361078
P52593	0.17597874
P52870	0.7349223
P52871	0.74035764
P52891	0.18657762
P52910	0.25606558
P52917	0.45869425
P52920	0.24938267
P52960	0.2855477
P53008	0.1965764
P53010	0.18819447
P53011	0.25473064
P53012	0.2843401
P53032	0.36556983
P53035	0.8496688
P53037	0.34366274
P53038	0.22283994
P53039	0.3474654
P53040	0.28255355
P53043	0.26363054
P53044	0.45439312
P53045	0.31376618
P53048	0.30608165
P53049	0.37165293
P53051	0.31555542
P53061	0.19667912
P53063	0.17596656
P53064	0.74101615
P53067	0.17833446
P53068	0.2096152
P53076	0.4734636
P53079	0.18717971
P53082	0.26938248
P53083	0.36702096
P53086	0.36689234
P53088	0.17037664
P53090	0.26199418
P53091	0.44200706
P53093	0.39099306
P53095	0.1597153
P53096	0.23790693
P53104	0.41159904
P53109	0.3375175
P53112	0.6613309
P53114	0.27973372
P53115	0.469877
P53119	0.23411581
P53127	0.26857397
P53129	0.21456276
P53131	0.30837652
P53135	0.5145433
P53137	0.4834558
P53140	0.25497338
P53141	0.23117457
P53144	0.16112798
P53145	0.5008066
P53146	0.7066841
P53148	0.5814248
P53150	0.5041996
P53152	0.47255105
P53154	0.23822828
P53157	0.2730304
P53159	0.45749807
P53163	0.50676477
P53164	0.13442226
P53165	0.8464479
P53166	0.33769527
P53168	0.63685256
P53170	0.1702112
P53173	0.29133806
P53176	0.42628434
P53178	0.18368827
P53184	0.26710165
P53191	0.7681645
P53192	0.21888894
P53193	0.41977522
P53195	0.28831655
P53196	0.16473821
P53197	0.47205317
P53199	0.18256932
P53201	0.5752007
P53202	0.15477413
P53204	0.3929093
P53207	0.5963388
P53208	0.15042545
P53215	0.1444625
P53218	0.18320541
P53219	0.17960556
P53223	0.3818738
P53224	0.4929615
P53230	0.17482708
P53236	0.49405098
P53238	0.5303129
P53250	0.3804111
P53251	0.7976638
P53252	0.53269553
P53254	0.21790458
P53255	0.2387064
P53256	0.1944296
P53259	0.19524254
P53261	0.54162365
P53262	0.36498132
P53264	0.22138365
P53266	0.39921284
P53267	0.7517106
P53271	0.1683273
P53276	0.19966517
P53277	0.9444281
P53281	0.68488437
P53286	0.5479725
P53290	0.16172431
P53294	0.17047174
P53296	0.16546382
P53297	0.85121745
P53298	0.5809922
P53299	0.3066686
P53301	0.5405992
P53303	0.39239746
P53309	0.64577925
P53311	0.2505856
P53314	0.22457387
P53317	0.836113
P53318	0.1555787
P53323	0.26715666
P53324	0.20598976
P53327	0.17910685
P53330	0.89141595
P53334	0.4133089
P53335	0.7081558
P53378	0.326756
P53379	0.25766674
P53397	0.15494595
P53507	0.17191195
P53538	0.19797297
P53540	0.180715
P53541	0.16696854
P53549	0.4119224
P53550	0.7111957
P53551	0.6295487
P53552	0.3516764
P53598	0.27439466
P53599	0.37046337
P53604	0.88833827
P53615	0.197743
P53616	0.40766412
P53617	0.53863984
P53622	0.24862044
P53628	0.4426822
P53632	0.48830456
P53633	0.33529976
P53685	0.22598423
P53686	0.3113537
P53687	0.3468377
P53688	0.26989737
P53691	0.24367335
P53720	0.23594286
P53721	0.36109903
P53722	0.21045555
P53725	0.8843096
P53729	0.2077608
P53730	0.17625012
P53731	0.23612686
P53734	0.36743563
P53738	0.15925309
P53739	0.69149923
P53740	0.26729944
P53741	0.675805
P53742	0.4578026
P53743	0.6941975
P53746	0.24701308
P53753	0.36042696
P53759	0.22701481
P53769	0.53691864
P53829	0.38929868
P53832	0.74404925
P53833	0.18249537
P53838	0.27915245
P53839	0.26930907
P53840	0.31984633
P53843	0.45100823
P53844	0.28477034
P53845	0.4660835
P53846	0.22856684
P53847	0.26678804
P53848	0.15071745
P53853	0.48846713
P53855	0.30312684
P53859	0.47957203
P53860	0.29740155
P53865	0.48158818
P53866	0.69757396
P53867	0.18221885
P53868	0.186296
P53871	0.21015963
P53872	0.8579853
P53874	0.5935604
P53877	0.24398369
P53879	0.56558603
P53886	0.25737983
P53890	0.80214804
P53893	0.29231903
P53894	0.62475264
P53895	0.56038034
P53896	0.17382562
P53897	0.77241296
P53899	0.40757462
P53900	0.30530354
P53901	0.62225133
P53904	0.5859194
P53905	0.44173753
P53909	0.15492125
P53911	0.84479594
P53914	0.31947827
P53915	0.13088672
P53917	0.40681824
P53919	0.8219073
P53920	0.18983611
P53923	0.17533475
P53924	0.5734126
P53927	0.525205
P53930	0.37923965
P53933	0.5356974
P53935	0.68206483
P53939	0.6505421
P53940	0.40255478
P53941	0.37022805
P53942	0.28040802
P53943	0.37196985
P53950	0.8433228
P53951	0.18476593
P53954	0.1940599
P53955	0.44472876
P53959	0.2778501
P53965	0.36007258
P53968	0.7251897
P53969	0.16771464
P53972	0.17202535
P53973	0.21331395
P53974	0.5346628
P53978	0.266245
P53981	0.14978509
P53983	0.25757158
P54000	0.8494648
P54003	0.5881207
P54070	0.2685042
P54074	0.3051017
P54113	0.1805328
P54115	0.2350307
P54199	0.56664056
P54780	0.557998
P54781	0.22602208
P54783	0.18827051
P54784	0.39744595
P54785	0.7393728
P54786	0.804719
P54787	0.41987228
P54790	0.21260273
P54791	0.20030949
P54837	0.23544861
P54854	0.3220153
P54857	0.19221587
P54860	0.22978482
P54861	0.31214055
P54862	0.29657698
P54867	0.6884722
P54999	0.23663808
P57743	0.18013915
P60010	0.22998415
P61829	0.19778629
P61830	0.47762895
P62651	0.61095643
P69771	0.7066438
P69850	0.633805
P69851	0.24633312
P69852	0.35963804
P80210	0.24125662
P80428	0.35260823
P80667	0.52158004
P80967	0.6581619
P81449	0.2514355
P81450	0.27379286
P87108	0.19522727
P89102	0.22119874
P89105	0.34049872
Q00055	0.18568671
Q00245	0.2793647
Q00246	0.34536034
Q00362	0.3296504
Q00381	0.26091298
Q00402	0.29412404
Q00416	0.3675363
Q00539	0.46090516
Q00578	0.42274535
Q00582	0.18799554
Q00618	0.20046242
Q00684	0.42542505
Q00711	0.3328909
Q00764	0.18340231
Q00772	0.35199505
Q00776	0.25299314
Q00816	0.8826878
Q00916	0.5984972
Q00947	0.57122535
Q00955	0.26010072
Q01080	0.40059754
Q01159	0.31806257
Q01217	0.20174764
Q01389	0.67365754
Q01448	0.8756775
Q01454	0.28801045
Q01476	0.25273114
Q01477	0.52390635
Q01519	0.3014246
Q01532	0.15617266
Q01560	0.8161692
Q01574	0.2712892
Q01589	0.7579277
Q01590	0.77651334
Q01649	0.35290855
Q01662	0.31004867
Q01722	0.7573654
Q01852	0.5453454
Q01855	0.42235324
Q01896	0.30335128
Q01919	0.6904845
Q01926	0.16298543
Q01939	0.24501757
Q02046	0.18367712
Q02100	0.8084675
Q02159	0.18176772
Q02199	0.61983895
Q02201	0.36500773
Q02205	0.9142604
Q02206	0.354783
Q02207	0.22202094
Q02256	0.25789082
Q02260	0.38793
Q02326	0.3104919
Q02336	0.4067757
Q02354	0.26668447
Q02455	0.6509566
Q02457	0.47760564
Q02486	0.29093158
Q02555	0.36489213
Q02574	0.3885509
Q02629	0.7022024
Q02630	0.743387
Q02642	0.4874528
Q02647	0.246189
Q02685	0.37333
Q02724	0.44536301
Q02725	0.37431407
Q02732	0.29793307
Q02733	0.15914312
Q02767	0.21099415
Q02773	0.22507806
Q02774	0.41581148
Q02775	0.90308183
Q02776	0.42969903
Q02784	0.255776
Q02785	0.28982535
Q02792	0.4856885
Q02793	0.16778788
Q02794	0.44004402
Q02795	0.2794114
Q02804	0.18365464
Q02805	0.51416624
Q02821	0.34966606
Q02884	0.551222
Q02887	0.37653077
Q02888	0.38283804
Q02890	0.32625112
Q02892	0.46343032
Q02896	0.2570033
Q02908	0.22549038
Q02931	0.22018573
Q02933	0.16463073
Q02939	0.26990727
Q02948	0.38878113
Q02950	0.275301
Q02959	0.40312153
Q03002	0.58074754
Q03010	0.17444625
Q03012	0.2680275
Q03018	0.18611917
Q03020	0.17228003
Q03034	0.15692209
Q03048	0.25557747
Q03063	0.9145061
Q03067	0.21402304
Q03071	0.24476159
Q03081	0.43684137
Q03096	0.17342223
Q03103	0.22531472
Q03124	0.22842531
Q03125	0.5347333
Q03144	0.15416916
Q03148	0.21047978
Q03162	0.31454217
Q03178	0.6740037
Q03180	0.6854586
Q03195	0.24650684
Q03213	0.7396302
Q03262	0.21016455
Q03280	0.2923465
Q03290	0.41522178
Q03305	0.338848
Q03308	0.17688447
Q03322	0.8800144
Q03330	0.4084667
Q03337	0.38823694
Q03373	0.73376274
Q03388	0.77344257
Q03390	0.5312559
Q03406	0.26447934
Q03407	0.5231751
Q03433	0.56695205
Q03434	0.45732978
Q03435	0.6975233
Q03455	0.3434189
Q03465	0.6394191
Q03466	0.40739772
Q03494	0.4654762
Q03496	0.15385233
Q03497	0.73809403
Q03503	0.15931572
Q03529	0.24554078
Q03532	0.29800454
Q03533	0.40710497
Q03554	0.33494595
Q03557	0.19118649
Q03558	0.41388813
Q03612	0.45731848
Q03619	0.45220685
Q03630	0.21003272
Q03631	0.44343883
Q03640	0.42035508
Q03649	0.26647118
Q03654	0.71935403
Q03655	0.26017627
Q03656	0.55287373
Q03660	0.16451675
Q03674	0.26307222
Q03677	0.18975873
Q03687	0.36342388
Q03690	0.32992503
Q03691	0.3920254
Q03702	0.14198725
Q03705	0.13202982
Q03713	0.57782173
Q03714	0.34412825
Q03723	0.2695922
Q03758	0.42799497
Q03761	0.7851463
Q03768	0.5045292
Q03769	0.6072529
Q03771	0.24354436
Q03774	0.30499703
Q03778	0.16477111
Q03784	0.39993906
Q03785	0.3130283
Q03790	0.61684346
Q03818	0.5775234
Q03825	0.83952373
Q03833	0.66786057
Q03834	0.35644296
Q03835	0.40108442
Q03855	0.4624391
Q03862	0.1987651
Q03868	0.35570276
Q03897	0.29365525
Q03898	0.70918804
Q03920	0.14125343
Q03921	0.19141634
Q03940	0.33944938
Q03941	0.27538517
Q03944	0.6178382
Q03954	0.6309956
Q03957	0.500295
Q03973	0.6574274
Q04002	0.20081885
Q04003	0.5889996
Q04013	0.2773859
Q04048	0.17235453
Q04049	0.2396844
Q04053	0.37680745
Q04062	0.17037861
Q04067	0.72303915
Q04080	0.21728803
Q04082	0.18556456
Q04087	0.6780856
Q04089	0.44229934
Q04110	0.6441168
Q04119	0.4173392
Q04120	0.2560373
Q04121	0.39242476
Q04149	0.35224894
Q04175	0.1730499
Q04177	0.38475904
Q04178	0.23019098
Q04179	0.19102634
Q04195	0.69163704
Q04199	0.34870273
Q04214	0.45518458
Q04217	0.48765126
Q04226	0.41812482
Q04228	0.38552395
Q04235	0.17468552
Q04264	0.24067362
Q04272	0.53673923
Q04305	0.3145079
Q04307	0.17389509
Q04311	0.45420846
Q04322	0.47806957
Q04338	0.70870495
Q04344	0.19570939
Q04359	0.56645715
Q04364	0.19936955
Q04370	0.3268861
Q04371	0.23467095
Q04372	0.45276004
Q04373	0.331563
Q04377	0.3354546
Q04396	0.2847529
Q04401	0.39667767
Q04409	0.1565754
Q04410	0.399017
Q04430	0.18976188
Q04431	0.33420137
Q04432	0.1907921
Q04437	0.3341956
Q04439	0.38890687
Q04458	0.15998097
Q04461	0.6810637
Q04472	0.25826973
Q04477	0.47449288
Q04491	0.2098964
Q04493	0.33270857
Q04500	0.9477354
Q04511	0.42242506
Q04601	0.17812242
Q04603	0.6124705
Q04629	0.25879928
Q04636	0.444612
Q04638	0.18718229
Q04651	0.3099523
Q04659	0.6836495
Q04660	0.5398509
Q04670	0.4553377
Q04673	0.33937564
Q04693	0.24149273
Q04705	0.3196987
Q04711	0.4567521
Q04728	0.15385188
Q04739	0.7647374
Q04746	0.19848631
Q04749	0.5838376
Q04779	0.42257017
Q04781	0.16713592
Q04839	0.91252077
Q04847	0.15785217
Q04868	0.15195762
Q04894	0.17008075
Q04921	0.35487527
Q04924	0.27937192
Q04947	0.5105924
Q04951	0.4386927
Q04958	0.4108048
Q04964	0.8952497
Q05016	0.17803384
Q05021	0.7111175
Q05022	0.2987111
Q05027	0.41598886
Q05029	0.25735497
Q05031	0.26151264
Q05080	0.5539671
Q05123	0.278612
Q05164	0.6286902
Q05166	0.71217716
Q05359	0.22803354
Q05471	0.45763108
Q05498	0.29209957
Q05515	0.39794168
Q05521	0.27639326
Q05533	0.18925345
Q05549	0.22362506
Q05567	0.2383024
Q05568	0.25444865
Q05580	0.5295563
Q05583	0.14134656
Q05584	0.33251253
Q05636	0.16407405
Q05775	0.80309594
Q05776	0.26121563
Q05777	0.7995695
Q05779	0.14854467
Q05785	0.8613905
Q05787	0.34949008
Q05789	0.3778011
Q05791	0.33302608
Q05871	0.20496085
Q05900	0.62921983
Q05902	0.24541499
Q05919	0.17384408
Q05930	0.16248107
Q05931	0.25522807
Q05933	0.20202191
Q05934	0.3192209
Q05946	0.16619483
Q05949	0.36726704
Q05958	0.61199564
Q05979	0.18634112
Q06010	0.1826994
Q06032	0.58671457
Q06053	0.40331715
Q06058	0.36674428
Q06063	0.19544221
Q06078	0.31581444
Q06096	0.24569172
Q06102	0.24425024
Q06106	0.58408195
Q06132	0.48377442
Q06135	0.21724974
Q06142	0.17097844
Q06143	0.17952888
Q06144	0.47628996
Q06147	0.41030332
Q06148	0.41347793
Q06151	0.16399732
Q06156	0.2444346
Q06159	0.39596608
Q06160	0.45170605
Q06163	0.16884083
Q06164	0.32871145
Q06168	0.45989454
Q06178	0.4453844
Q06188	0.4604393
Q06204	0.17069563
Q06205	0.7551646
Q06211	0.1857069
Q06213	0.635718
Q06217	0.2331975
Q06218	0.42528057
Q06224	0.20341516
Q06263	0.5192606
Q06266	0.5366778
Q06287	0.23069225
Q06321	0.36014232
Q06324	0.7182415
Q06328	0.46220547
Q06337	0.5733115
Q06339	0.33734137
Q06340	0.61061645
Q06344	0.84160703
Q06346	0.34196037
Q06349	0.23264702
Q06385	0.2982251
Q06389	0.16407053
Q06390	0.38469636
Q06406	0.1999374
Q06408	0.16561301
Q06409	0.21778086
Q06410	0.19267999
Q06411	0.32523027
Q06440	0.5627391
Q06449	0.6981254
Q06488	0.5685074
Q06489	0.16811529
Q06493	0.43744388
Q06504	0.3467818
Q06505	0.67642576
Q06506	0.35646358
Q06508	0.2367878
Q06510	0.38202792
Q06512	0.15626864
Q06522	0.1757555
Q06541	0.2433921
Q06549	0.16410862
Q06551	0.3219354
Q06554	0.26378992
Q06580	0.39127606
Q06592	0.18057896
Q06593	0.22034557
Q06596	0.33233398
Q06598	0.28527424
Q06604	0.91343933
Q06623	0.36897486
Q06625	0.19908892
Q06628	0.6792176
